SampleID,Deseq_ABHD1,Deseq_ABLIM1,Deseq_ACADVL,Deseq_ACAT2,Deseq_ACOT8,Deseq_ACPT,Deseq_ACSM3,Deseq_ACTB,Deseq_ACTG1,Deseq_ACTL10,Deseq_ADAR,Deseq_ADCY3,Deseq_ADD3,Deseq_AEBP1,Deseq_AGAP2,Deseq_AGER,Deseq_AHNAK,Deseq_AHR,Deseq_ALG1,Deseq_ALG1L9P,proteome_HPR,proteome_PROZ,proteome_SERPINF2,proteome_FCGBP,proteome_TGFBI,proteome_CPB2,proteome_IL1RAP,proteome_SAA1,proteome_VCL,proteome_KV320.2,proteome_CFHR2,proteome_KV139,proteome_ORM2,proteome_IGHD,proteome_DBH,proteome_APOC4,proteome_PRG4.1,proteome_IGHG4,proteome_LV144,proteome_C1R,metabolome_nRPLC_299.2227_9.9,metabolome_nRPLC_209.1184_8.2,metabolome_nHILIC_296.0378_11,metabolome_nRPLC_315.2539_9.7,metabolome_nRPLC_155.0713_4.9,metabolome_pRPLC_526.2924_9.8,metabolome_pHILIC_189.1233_8.4,metabolome_nRPLC_287.2227_10.2,metabolome_nRPLC_227.1289_6.9,metabolome_pRPLC_169.0971_1.6,metabolome_nRPLC_215.1288_6.8,metabolome_nRPLC_432.1927_8.8,metabolome_nRPLC_131.0714_1.6,metabolome_nRPLC_243.1601_8,metabolome_nHILIC_191.0561_8.5,metabolome_pHILIC_200.128_6.8,metabolome_nHILIC_241.087_1.1,metabolome_nRPLC_567.3177_9.2,metabolome_nHILIC_218.1032_6.5,metabolome_nRPLC_283.1088_9.6,gut_genus_Clostridium.IV,nares_genus_Propionibacterium,nares_family_Propionibacteriaceae,gut_genus_Ruminococcus,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_genus_unclassified_Neisseriaceae,nares_class_Betaproteobacteria,nares_family_Neisseriaceae,nares_order_Neisseriales,gut_genus_Dorea,nares_phylum_Proteobacteria,nares_family_Comamonadaceae,gut_genus_unclassified_Porphyromonadaceae,nares_genus_Staphylococcus,gut_family_Porphyromonadaceae,nares_order_Bacillales,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,nares_family_Staphylococcaceae,IL2,LEPTIN,IL5,IP10,CHEX1,IL12P40,PDGFBB,CHEX4,MIP1B,IFNB,CD40L,GCSF,RESISTIN,label
ZR47VBL-02,1.299667493,1.294081212,0.618201635,1.337532961,0.460314369,0.294997115,0.561120464,1.503864843,1.454837254,-0.217907454,1.458725469,1.079463057,1.686524939,0.463061727,0.964539126,-0.54962688,1.786422861,-0.14016431,0.625745738,0.896406021,-1.455145792,-0.89495279,1.877623286,-1.29610495,0.466327589,0.26066714,-0.702408047,-1.012710243,0.795387129,-0.355189823,-1.475696304,-0.753167612,0.093002307,-0.249836397,0.801209578,0.931902019,-0.795157088,0.945577789,0.228949102,-0.348067348,-0.184250296,-0.395908656,-0.743016154,1.356351435,-0.385520427,1.079067049,-0.131444625,-0.494575911,-0.613313855,0.180460682,-0.488053192,2.697707886,0.991885153,-0.587225175,-0.386566955,2.579364011,1.135877734,0.413820429,-0.590121593,1.218172273,0.02633668,-1.017385503,-1.018077299,-0.542066872,-0.440768222,-0.182246428,-0.21951243,-0.206030663,-0.206030663,-0.312953392,-0.337787506,-0.248157776,-0.435737694,-0.859076225,0.015744831,-0.865320252,-0.403698832,-0.858763012,-0.194728432,-1.089119047,-0.731375972,0.007331532,0.232340891,-0.166564045,-0.468929157,0.248514127,-0.543518336,-0.367164372,-0.367811672,-0.939153702,-0.912720337,0
ZR47VBL-03,0.44067085,-0.750250943,-1.567537189,1.063669781,1.066871608,0.747590081,0.682666681,-0.865344682,0.658832187,-1.973401737,0.23277816,0.105108601,-1.209366864,-0.210556187,-1.460070443,-2.3473679,-0.339817286,0.781615927,-0.294541097,-0.852664795,-0.850419169,-0.253054533,-0.389232971,0.608719469,1.185750889,2.189050883,-0.747641162,0.189674248,0.85136228,-1.064654303,-1.428288634,0.313187099,-0.475210166,0.172484851,0.751073804,0.66142074,0.078442336,0.642402699,-1.070050016,-0.414330744,0.16439349,-0.053582312,0.670580382,0.783506695,-0.561203069,2.005927224,-0.27443022,-0.627186879,0.112873012,-0.585684441,0.565778201,0.410104197,-0.01028349,-0.201680535,-0.73072764,2.902969693,-0.203781293,0.033378678,-0.517880892,1.62177984,-0.366052859,-0.795157588,-0.795909074,-0.61935534,-0.456431638,0.518971453,0.477758107,0.495859766,0.495859766,0.01717046,0.213242044,-0.428596755,-0.413019733,-0.307158809,0.095220435,-0.314738322,-0.345187242,-0.307296883,-0.302680846,-0.845834225,-0.639192201,-0.241212218,0.380468631,-0.239469258,-0.59191955,-0.163195197,-0.802564388,-0.314603324,-0.324300988,-0.963245522,-0.547556897,0
ZR47VBL-04,0.886041943,-0.750250943,1.489014877,0.474121727,0.123210062,1.110366608,-0.4173814,0.355096062,0.11856011,0.454459365,0.179368871,0.922904316,0.5744011,0.391101481,-0.48018993,-1.235036285,0.115397799,0.289458105,0.590765421,-0.957791908,-0.169460371,-0.923016781,0.575502707,-0.216984599,-2.106562048,0.654870762,0.42323469,-0.548797871,-1.054549263,-0.809166127,-0.625611591,-0.060958374,-0.262371159,-0.088732777,-0.312855556,0.768365188,0.015837539,1.229167502,0.745285725,-0.363690658,0.208561552,-0.711445549,-1.317268208,0.088729306,-0.614646965,0.670823356,-2.244553336,-0.946069051,-0.606731872,-0.050402977,-0.996040019,1.321539988,-0.63007177,-0.628795878,-0.608957708,0.543577298,-0.087999432,-0.75909663,-0.70944401,0.070496829,-0.047632057,-0.484197831,-0.479324245,-0.329646173,-0.442246656,-0.018956774,0.188655036,0.115376286,0.115376286,0.323467765,-0.005895934,-0.398729973,-0.435737694,-0.381845431,-0.692208057,-0.379505001,-0.351565283,-0.38196241,-0.310984878,-0.766001016,-0.689474258,0.324915213,-0.475861053,-0.083243802,-0.20058648,-0.574904522,-0.558320967,-0.279562625,-0.137205048,-0.818694599,0.179648929,0
ZRB0F6P-6011,-0.617986595,-0.750250943,-1.732974741,0.931567013,0.128837907,-0.204646522,0.09460543,0.148660404,-0.362749199,-1.973401737,-0.930092594,-0.949882067,-0.46613475,0.285844175,-0.54747879,-0.718449097,-0.419162027,0.158195066,0.78465584,-0.149898519,-0.477187228,1.582362678,-0.401842448,-0.155551959,-0.047776193,1.215339042,0.312744471,-2.212399508,0.14320213,0.374635196,-0.310944038,-1.409033803,-1.08600923,0.501188304,1.110550038,-0.360136052,-0.380455167,-0.001636605,0.318138383,-0.230992495,0.455113154,0.128259753,-1.086455042,0.077720575,-0.613001634,-0.568549508,-0.547445828,0.430308185,-0.586029791,-0.31392826,-0.574193392,0.619877907,-0.343379525,-0.61077715,0.535139928,0.153803983,-0.681824244,0.247053823,-0.738763423,-0.040066741,-0.488750111,1.313716694,1.312398762,-0.799445499,0.763068777,-0.39436917,-0.423157305,-0.409408008,-0.409408008,0.66916197,-0.440198204,-0.428596755,0.910760861,-0.041641983,6.843531011,-0.040501573,-0.152807513,-0.041855056,-0.394025197,1.061560076,-0.773277686,-0.931611525,-0.550465533,0.104226748,0.23547037,0.45436879,-0.750755178,-0.481046643,-0.400444684,-0.746419138,-0.719214924,0
ZTLIFAS-01,-0.575162029,-0.750250943,1.109900738,-1.62422652,-0.581497114,1.051027826,-0.704994152,-1.093146468,-0.516368596,1.299977567,-0.930092594,0.063472112,-0.237037599,1.762887263,-1.460070443,-0.992095659,-0.771655644,-2.823627283,-0.750093058,0.010214062,-4.047545878,-1.076635401,-3.019182773,-1.770180733,0.154824928,1.939443927,-1.627061964,-1.754842239,0.234786758,0.878727964,-1.652681128,-1.553431899,-1.706007414,-1.251421618,-3.25496029,0.089117246,-0.180372611,0.040854656,-0.964738978,2.788708529,0.491146341,0.840494521,-0.588321272,-1.003810533,-0.503415867,-0.020487102,-1.625827528,0.898706951,-0.599127694,-0.763448204,-0.45030094,0.104206956,-0.478399231,-0.444263417,-0.404118427,-0.926557235,-0.118190333,-0.124789013,-0.655201451,-0.338406325,-0.511028658,0.518275818,0.517171542,-0.702978936,1.734558181,-0.002627879,-0.024474419,-0.026370684,-0.026370684,-0.106768664,-0.164298312,1.119806955,-0.301151457,-0.327480332,0.07769811,-0.332916337,0.549923615,-0.327612667,-0.178120368,-0.571751677,-0.580529801,-0.296444163,0.029070727,-0.692523085,-0.42979585,3.1304794,-0.402893336,-0.483236687,-0.137205048,-0.577776395,0.867321391,0
ZTLIFAS-03,0.065450735,-0.094380735,0.962086243,0.119504065,0.804950954,0.438001836,0.099784865,-0.103464528,0.279108716,0.343376354,-0.363402371,0.515866941,0.312114801,0.646281054,0.982098367,0.424910496,-0.338129975,-0.119812918,0.568030551,0.36038089,0.117152393,0.36770013,1.022213154,-2.403484419,-0.31602809,-1.673087624,-0.380410125,-0.676707195,0.841505021,-0.706594781,0.56069781,-1.940318078,-0.109911187,0.153713251,0.401829535,0.404891306,-0.622683709,-0.125481565,0.427367844,-0.619149378,-0.963684595,-0.749031594,-0.917648382,-0.783570939,-0.316567128,0.080918602,-1.361058741,-0.641666897,-0.642262709,-0.962937315,-0.492593191,0.309226609,0.395611774,-0.844109837,-0.842925771,-0.693956236,-0.681654512,0.020361331,-0.569812102,0.24532295,0.314257273,-0.785009421,-0.785763634,-0.799445499,-0.428661041,-0.438929604,-0.438691414,-0.430000988,-0.430000988,-0.467348557,-0.468330282,-0.171938011,-0.425622192,0.064046853,-0.445753517,0.069636278,0.353382907,0.066324949,-0.236248591,-0.807982272,-0.572149458,0.255875282,-0.096351303,-0.26029932,-0.211767425,0.660223452,-0.04392952,-0.454766119,0.072371412,-0.529592754,1.804678257,0
ZTLIFAS-04,-0.275680981,0.127603529,1.703446034,-0.020870341,0.396944408,1.237721761,-0.970892221,-0.045001598,-0.010492712,1.23395232,-0.930092594,1.302591988,-1.209366864,1.733680102,0.822274017,0.741294297,0.352983672,0.789963943,0.778961232,-0.291275846,-0.019577546,0.381818614,-1.057371144,0.665060592,1.344240133,1.325871253,-0.728842831,0.496762664,0.440953734,-1.177943235,-0.087645664,0.368906442,-1.147883122,0.784519363,-0.754426825,-1.681674276,0.219190316,-0.911911681,-1.529068621,0.144867578,-0.344316435,-0.21706006,-0.143955454,-0.028267035,-0.621585483,0.093445352,-0.691942557,0.654454154,0.076060971,-1.358139531,0.381147931,0.010598194,0.271177385,-0.378137132,-0.843538184,-1.220213238,-0.165357338,0.733427577,-0.433772732,-0.002419486,-0.452437977,-0.642217568,-0.642418164,-0.185862295,-0.450437983,-0.423432738,-0.440443763,-0.433299003,-0.433299003,0.175091394,-0.486507765,-0.017213539,-0.291365619,-0.014740616,-0.296256717,-0.020626556,-0.333956345,-0.014191615,-0.244552623,-0.230223832,-0.614051173,0.863426672,-0.578577367,-0.239469258,-0.413024432,0.248514127,0.100396138,-0.476666556,0.015807523,-0.650051856,0.941186361,0
ZTLIFAS-05,1.859924825,-0.750250943,-0.504301763,0.323096072,0.772928887,-0.002885365,0.398652067,0.223200391,0.486343055,0.359463847,0.032365477,-0.709216492,-0.133416263,0.147515675,0.313024413,-0.134075428,-0.167433201,-0.326171721,-0.310108172,-2.270984786,-0.640409531,0.225413146,0.508180968,-0.066901008,0.626737095,-1.24912535,0.137391478,0.154616012,1.026477869,-1.103948408,0.42144052,-0.905724541,-0.649529264,0.535608065,0.337246464,0.521592697,0.106793796,-0.112917096,0.484615159,-0.966994124,-0.373622468,0.150201154,-0.112599436,-0.467589388,-0.64000733,-1.227961043,-1.033474994,-0.424047109,0.091965192,-0.87677098,-0.345774876,0.709646627,-1.042807215,-0.101660071,-0.079942618,-0.792350446,-0.681826717,-0.373045239,-0.75468135,-0.22062616,-0.432641378,-0.458826273,-0.458842257,0.853805369,-0.228909734,-0.298687815,-0.261651332,-0.248258964,-0.248258964,-0.260677818,-0.321120221,-0.428596755,-0.388380409,0.549872222,0.496296507,0.55119637,-0.135323362,0.549492072,-0.1864244,0.320694132,-0.622431515,2.437537092,-0.375307188,0.067774141,-0.524833881,0.248514127,0.381646138,-0.441625857,0.252215571,-0.385041831,1.723530825,0
ZTMFN3O-01,0.520558444,0.47810789,0.607835371,0.954811892,1.162260128,0.03515697,0.836644025,-0.150405896,-0.348794715,0.368083264,-0.253128949,0.967379001,-0.452576036,1.881465329,2.043881743,1.310715408,0.254348188,-0.316944181,0.227472151,1.882930083,1.596054167,1.032350334,1.66103514,-2.184672117,-1.96715163,0.824154372,2.383084241,-3.221651095,-1.773670002,0.339385568,0.448297395,-0.333099747,-0.492567894,0.317723944,-0.148739902,-0.769473384,2.050535233,1.522244036,0.883314406,1.955971862,0.377161211,0.019150326,-0.727589788,1.232380758,-0.726859377,1.034304517,-0.443856191,-0.073688703,-0.526043231,-1.167663345,-0.843778467,-0.606035942,-0.767424799,-0.915281438,-0.802090951,0.221243488,-0.079433102,0.289674403,-0.464698515,0.069676761,-0.458265942,-0.929380115,-0.930095549,-0.742557686,-0.392401831,1.944656207,1.897011602,1.921457557,1.921457557,-0.422282942,1.344204827,-0.354722722,0.054043969,-0.866651247,0.375407982,-0.870083598,-0.084013412,-0.866631288,-0.161916298,-0.944043693,-0.282905337,-0.490530916,0.295351647,0.526101597,-0.851541176,-1.110158218,1.018210457,2.062933011,0.605189276,-0.500849348,-0.712683898,0
ZTMFN3O-02,0.288530752,-0.750250943,0.099029467,0.324189841,-0.700299383,-0.700441038,0.863923281,-0.80156146,-1.277189793,-0.725590797,-0.110019057,-0.874736976,-0.292590704,1.06052483,2.193394501,-2.3473679,-2.500310919,-2.823627283,0.066908421,-0.122722066,0.842938736,0.865050775,1.421400381,-0.67479399,-0.157514817,-0.186505612,0.634314222,0.268292719,0.497121489,0.968622536,0.161958607,-2.233402886,0.967374361,0.345758102,1.624982907,-0.679730155,-0.077026668,0.947438081,0.419720956,2.030019303,0.200905607,-0.599176922,-0.332346113,0.346208858,-0.641744344,-0.297188881,0.05885316,-0.805661813,-0.802257909,-1.264581465,-0.907151279,0.054692261,-1.215313304,-1.065664462,0.10238419,-0.09323608,-0.68185048,-0.516240415,0.07113883,-0.408480081,-0.512016655,0.285445065,0.284403327,-0.799445499,0.737114657,4.256332618,4.22966006,4.257808835,4.257808835,-0.999587886,3.208754334,0.002842138,0.556040063,-0.563355018,2.343501717,-0.564722388,-0.417286832,-0.563420728,-0.189618258,-0.915058006,-0.37447196,-0.413346131,-0.475933486,0.134498717,-0.743589522,1.123396443,0.902243304,1.589308595,0.404854566,-0.428407108,-0.848946236,0
ZTMFN3O-05,-0.537658241,-0.21677878,-0.246732711,-0.017290683,0.737279491,0.176447201,0.089091814,-0.333258867,-0.407824774,0.245518413,0.063760973,0.421096312,-0.098318627,-0.192032108,0.837047104,-0.075048467,-0.404356411,-1.204703344,-0.051381811,0.910592565,0.068644669,1.069033406,-0.129471497,-0.105569242,0.01746775,-0.642667089,0.158479273,-0.049445754,-0.644030383,1.148339358,-0.083908728,0.526408543,-0.026856885,0.516391506,0.376387899,0.222974873,-0.874657122,0.520258368,0.894030442,-1.060890118,-0.65673048,0.202930327,-1.583557831,1.628177131,0.232942156,0.229787235,0.460726286,1.315410747,-0.83395394,-1.144248043,-0.812495515,0.03939211,-0.920399708,-1.062807683,-0.191070245,0.117358114,-0.681263187,-0.987754699,-0.403440883,-0.142709483,-0.480993113,-0.920198973,-0.919785318,2.697713846,2.780085195,1.75118028,1.716686424,1.735319958,1.735319958,0.834849338,1.189138158,-0.428596755,-0.21931967,-0.958797956,1.797661472,-0.957589917,0.776314939,-0.95875197,-0.306878821,-0.583329747,-0.268473484,-0.465149447,-0.756283398,0.137633068,-1.013008273,-1.691374546,1.468200889,1.368599836,0.598637163,-0.249659507,0.556880666,0
ZTMFN3O-06,0.846278366,0.522331774,0.494336634,0.42681156,0.508983697,-0.090713525,-0.438341621,-0.035970554,-0.31537025,-1.973401737,0.169454504,0.219089501,0.019838227,0.37490284,-1.460070443,-2.3473679,-0.272612563,0.269302712,0.209146557,-0.977306657,0.12144046,0.734548082,-0.020872671,-0.179019613,-1.489143066,-1.040231291,0.995559691,0.036396733,0.240745374,1.919675433,-0.149991673,0.767290264,0.172371352,0.483708356,0.461797484,-0.192497813,-0.912884261,0.660252577,1.054477957,-1.525318455,-0.902942125,-0.955445376,0.044286428,1.458330547,0.275215924,0.904784865,-0.518480186,0.342150361,-0.262471353,-1.046682511,-0.672885646,1.248255997,-0.668076912,-1.047286217,0.472682067,0.639364641,0.432695352,-0.377920451,-0.227355486,1.198275382,-0.472927151,-0.720018208,-0.720271313,1.00950076,2.104630754,1.603225046,1.56666161,1.587310396,1.587310396,-0.04594254,1.073133922,-0.202077031,0.898270182,-0.888739023,1.400868828,-0.892378724,1.18235071,-0.888712826,-0.353704354,-0.399566539,-0.268473484,-0.47918957,0.373124578,0.097518019,-0.777824452,-0.581840019,2.785767809,1.478474331,0.550067038,0.444209821,0.109458397,0
ZTMFN3O-07,-0.292283322,-0.750250943,0.270686102,0.524918464,0.05878957,0.758296529,-1.82331648,-0.184139952,0.103053131,-0.126601599,-0.930092594,1.006426485,0.554583184,0.727374442,2.138713803,0.515795036,0.132208028,-0.8465304,0.818577097,0.237810914,0.449520962,0.608854276,-0.028746757,-0.336650361,0.071019414,-2.587890466,1.03731741,2.988727982,0.563545743,2.04551782,-0.590725163,0.754458032,0.451476268,0.482914478,0.600188899,-0.943122612,-2.499452187,0.638301002,0.88984267,-1.194298518,-0.35848637,-0.321647172,1.595063946,0.591662917,-0.34420648,0.778167724,-1.607350804,-0.358861477,-0.069003338,-0.796991122,0.484066774,-0.361896172,-0.144383876,-0.454839677,-0.538217465,-0.639508734,0.36270865,-0.759474011,-0.652307743,-0.932303414,-0.458607899,-0.944005278,-0.943350027,0.564596941,-0.10650893,0.767934997,0.73786877,0.753227768,0.753227768,-0.563367146,0.564356392,-0.428596755,0.080475993,-0.960957399,0.525677639,-0.963455897,0.159472447,-0.960910803,-0.260053287,-1.14865289,-0.146196357,4.996458451,2.545147547,0.934919653,-0.586737597,-0.951684862,5.776901629,1.496786747,0.58971612,1.16583392,1.682619723,0
ZUL3S6O-07,0.945061206,0.838525558,0.211381737,0.920943969,0.212438244,0.866137143,-0.025626024,0.015337456,-0.469563277,0.362097561,0.245312635,1.248058951,0.506542181,0.943046551,-0.192729842,1.230280645,0.227586723,0.095673468,1.031357126,1.500461191,-3.197831833,-0.609551052,0.180035027,1.595066999,0.156013326,0.67563734,-1.566324935,1.464120762,-0.236645469,-1.007860094,1.146906105,-0.516736079,-1.841304578,-0.112234868,1.358638263,0.269716818,-0.119346034,0.619034952,-0.759673397,1.047060851,-0.507962085,0.815480068,1.398031407,3.590361586,1.152822791,1.343831859,-0.590801244,-0.076267154,1.162211872,0.166738645,2.388457276,1.565933105,2.258351834,0.0528291,0.127051593,-0.17005872,-0.632620286,0.19457389,-1.831058074,0.791113846,-0.478061627,-0.526202504,-0.526453097,-0.484436825,-0.456431638,-0.438929604,-0.458188954,-0.448160266,-0.448160266,-0.640320848,-0.425031583,-0.144101112,-0.425607637,-0.997072516,-0.426314965,-0.999904742,-0.417286832,-0.997015719,0.077090555,-1.190184513,-0.07283008,-0.128186492,-0.08061617,-1.517112675,0.564683195,1.082461775,-0.543015469,-0.261205177,-0.270668948,0.000133451,-1.454467149,0
ZUPAQVU-01,0.865628644,-0.011048501,0.446538817,0.21022505,0.718464951,0.266193053,-0.917928294,-0.059663769,-1.277189793,-0.435437598,-0.291400988,-0.294530129,-0.079412948,0.46031138,-0.583364908,-0.772391983,0.195918824,-0.143386659,-0.246856133,0.097099021,1.832281565,-1.107527992,-1.304817475,0.116663451,-0.208160543,-0.964861764,-1.903261762,-0.200078814,1.060651742,1.344406547,0.941540006,-0.512503498,1.526152127,0.910206613,-2.391304631,-0.761411691,3.418128789,0.015698802,-0.027343903,0.678739192,0.587193776,-0.52799966,-0.968902228,0.28535288,-0.205518725,-0.540234548,1.030908808,-0.6903456,0.106278446,0.363845357,-0.004675636,-0.28826635,0.409193638,0.669278579,-0.345640508,0.227338273,1.768168469,1.346513258,-0.441378482,0.468402876,-0.135824845,0.190999911,0.190655828,0.622413545,-0.165456916,0.056451364,0.041471452,0.035988494,0.035988494,-0.359273641,-0.105465257,1.974152886,-0.435737694,0.08760179,-0.986057639,0.078313576,-0.298461162,0.087352212,-0.05402094,-0.792884283,0.183951887,-0.043945753,0.153395396,0.458553454,1.329030615,-0.211995174,1.093850399,-0.340558979,-0.236967229,0.88828619,-0.175824609,0
ZUPAQVU-04,0.767464771,-0.750250943,0.972022528,0.331513453,-0.288111545,-0.131586539,0.990782804,-0.423798523,-1.277189793,0.083481261,-0.238859649,0.880419398,-0.001990652,0.778530204,0.022429348,0.573127305,-0.254124478,0.608680822,-0.012401656,-0.069112542,-0.642094715,0.355729607,0.28998831,1.229620147,0.335289742,1.073045555,0.402096867,0.851507972,1.040699976,-0.286059124,0.652299763,0.331137281,1.190988677,1.018649648,-3.612285029,-0.043113929,2.14356152,-0.230666707,-0.288457421,-0.328283536,-0.368675379,-0.829587601,-0.756850136,0.024976175,0.308350235,-0.689040226,-0.539393156,-0.662652506,-0.380726623,0.956853025,-0.118421615,1.226589229,0.522543651,0.144910687,2.659886122,-0.40141865,-0.681720201,0.78583247,0.04377665,2.732528663,2.791035429,0.502636023,0.508436586,0.796942673,-0.086502112,-0.178652032,-0.205404454,-0.199362899,-0.199362899,-0.791564311,-0.230319936,-0.235917681,-0.435737694,-0.26051317,-0.522591497,-0.265201861,-0.417286832,-0.26066442,-0.278783501,-1.288039844,-0.097285506,-0.001825384,-1.037536751,0.157690591,-0.199664225,0.157849668,0.858963817,-0.371079672,-0.334107478,0.000133451,-0.668399585,0
ZUPAQVU-07,0.66226959,-0.750250943,-0.70661583,1.125077015,0.453356779,-1.013971289,1.476581987,-0.177806323,-0.48864667,-1.973401737,-0.930092594,-0.169701464,0.295366125,-1.827334876,-1.460070443,0.213781119,0.31538581,-1.355209172,0.47510817,1.184058787,0.02668757,-0.194760697,0.143180764,0.309333672,0.184718788,-0.194698028,1.617760006,-1.903712814,-0.069119255,-0.53885191,0.075645421,-0.175012071,0.599402589,0.787620961,0.305106654,0.74455585,-0.000333993,-1.064697619,0.30541884,1.490587657,-0.674960239,0.785570511,-0.972218338,-0.151059934,-0.392596504,0.406680355,-0.930831941,-0.320088191,-0.842207005,1.237064301,-0.739791684,3.989508996,0.906524068,-0.890101496,2.556192993,-0.878562456,-0.03980967,0.298701049,-0.487555915,3.146708953,4.798526934,1.264703759,1.264148266,0.456078459,1.546666717,-0.058762115,-0.078575521,-0.078121678,-0.078121678,-0.816986824,-0.212236844,1.319470363,-0.435737694,-0.477669795,-0.41109023,-0.483501441,-0.417286832,-0.477759707,-0.11021158,-1.123430488,0.220635025,1.500467791,-0.001513672,0.257978212,0.113914204,0.157849668,1.255334924,-0.343611049,-0.20326551,0.832776643,-0.00752816,0
ZUPAQVU-08,0.166793791,-0.750250943,0.171704181,0.356610415,0.27591651,0.63597759,1.167591699,-0.394004142,-0.404632016,1.345837738,-0.930092594,-0.990805761,-1.209366864,-0.440471877,-1.460070443,-0.068212725,-0.346858212,-1.198757817,-0.840816549,0.341040844,-1.223322992,0.047832272,1.926162349,0.378257208,-0.974183116,1.523904634,0.138469998,-0.122234241,1.1591089,-1.074835963,1.174368821,1.369962466,-0.729759324,0.85644987,0.821302023,0.097911901,-0.127821518,-0.885461574,-1.376378733,0.017516185,0.492893186,0.159445444,-0.906173918,-0.000607274,-0.29940319,-0.633224291,0.443619782,-0.246399606,-0.082422748,0.693066744,-0.075811436,1.453767093,2.187822451,0.043116604,-0.477117925,-0.130791295,-0.681785025,1.643784966,-0.490815316,3.272120873,2.118656659,0.394441968,0.393370954,-0.799445499,0.292051082,0.031141666,0.002160892,0.003473516,0.003473516,-0.68307185,-0.12025558,0.787170286,-0.435737694,-0.10443714,-0.15473965,-0.113852431,-0.310523978,-0.104632476,-0.119576686,-1.024816589,0.220635025,-0.043945753,1.101526812,0.077460494,-0.219262876,-0.211995174,0.664448366,-0.349715187,-0.065484951,0.16666209,0.275702451,0
ZUPAQVU-09,-0.417884301,-0.119678941,1.220113094,0.721469658,0.003537205,0.47630433,0.958306871,-0.740057485,-0.800602718,0.284492772,0.808107078,0.709005653,0.449525355,0.734944275,-1.460070443,0.924716767,-0.281715645,0.178377355,0.153006651,0.838426474,-0.696237715,0.336307827,0.019224476,0.387953699,-3.255598509,0.545896671,-1.531693101,-0.271809085,0.382407762,1.213368093,-0.556173398,-1.203371609,0.315431675,0.842636614,-3.292008731,0.071997173,0.183581675,0.153621056,0.473664869,-0.538936395,0.101580414,-0.121496637,0.330541293,0.111558602,-0.420141823,0.810365954,-1.273871933,-0.172132474,-0.65102016,0.02530695,-0.30681965,-0.074160173,0.666320978,-0.763763447,1.433985372,-0.706816894,-0.681643787,0.68770613,-0.614969865,3.134098362,2.25156834,1.170334422,1.171596829,-0.796365799,-0.053758381,1.820856429,1.792148024,1.79577423,1.79577423,-0.701621988,1.60646273,-0.22671977,-0.435737694,0.399637267,-0.803210305,0.392285741,-0.417286832,0.399299551,-0.007195406,-1.258266032,0.245090451,-0.619590801,-0.149830861,0.147661829,0.192308812,0.52769451,0.8369432,-0.288673801,-0.366817971,0.694002778,-0.371828401,0
ZVBQY1N-6011,0.484956201,-0.137512733,-0.474173794,0.519065044,0.441065225,-1.415362457,0.553643927,-0.360093379,-0.003400036,-0.290971563,-0.400669625,-0.372026002,-0.617514627,-0.290029359,0.057691284,-0.325334565,-0.677555815,-0.231651802,1.023832379,0.610919276,-0.355808191,-0.084486346,-0.676614955,0.332055362,-0.137982577,0.907900965,-0.455145848,-0.326649955,0.30066126,0.086122688,0.269500534,0.189379412,-1.164713583,-0.740113069,0.745075792,-0.664887466,-0.880991675,0.543500709,-0.638822403,-0.160043058,-0.382841161,-0.359196776,-0.881554731,-0.110590996,-0.40381882,-1.102484806,-0.373175102,-0.317939926,-0.446192647,-0.397612444,-0.51117599,-0.606649876,0.740689618,-0.710565771,-0.549879148,-0.038331989,-0.681514297,0.069287491,-0.470277946,-0.16643199,-0.269562967,1.584838201,1.583957923,-0.799445499,-0.456431638,0.2172934,0.204595643,0.207553561,0.207553561,-0.029522855,0.088832085,0.652554353,0.622303438,-0.559769692,1.305364042,-0.563436486,-0.10231007,-0.559836415,-0.016560513,-1.127412973,-0.07283008,-0.886353141,-0.130055225,-0.86524314,-0.327055461,0.342772087,-0.902685548,0.159980388,0.181330581,-0.332923825,0.134087146,0
ZVBQY1N-6021,-0.293715565,-0.750250943,-1.679798545,0.008172085,0.096795327,-1.774200359,-0.267920948,-0.328951421,-0.926595316,-0.355724376,-0.930092594,-0.249093892,-0.761307226,-0.884204622,0.369681774,-0.099020093,-0.912163414,-0.855851406,-0.672202776,0.96264173,-1.019278977,0.185696087,0.74436707,-0.925948418,-0.091347913,-0.550373495,-2.916772221,-0.4945532,0.92839444,0.414591326,0.357352228,0.68849345,-0.278935183,-0.159912248,0.868828269,0.492175454,-0.703080829,1.01170902,0.479091034,-0.268791192,0.292158214,-0.11564932,-0.635710389,-0.119779013,-0.453284865,-1.472821332,-0.430931922,-0.592657198,0.012973219,-0.388447956,-0.052917928,-0.957464486,1.383163223,1.107661008,-0.597882655,0.196000684,-0.681109682,-0.040442045,0.236487485,-1.026620419,-0.452336189,0.352494469,0.351434723,-0.795105519,-0.456431638,0.020895832,-0.019463707,-0.006766083,-0.006766083,-0.876187996,-0.139404221,-0.176091608,-0.18648941,0.546763939,-0.342551276,0.539123253,-0.417286832,0.546384667,-0.072751153,-0.840674096,-0.231790346,-0.858272895,0.076490199,-1.075847144,-0.327055461,0.52769451,-0.7118402,0.004324853,-0.135862071,-0.332923825,-0.568858391,0
