SampleID,Deseq_AHNAK,Deseq_HLA-E,Deseq_RPL3,Deseq_UBC,Deseq_RPS20,Deseq_IQGAP1,Deseq_LCP1,Deseq_RPS24,Deseq_RPL23,Deseq_EEF2,Deseq_SNORD17,Deseq_ANXA6,Deseq_RMRP,Deseq_RPL6,Deseq_PSAP,Deseq_TMSB10,Deseq_EEF1A1,Deseq_RPL32,Deseq_ANXA1,Deseq_LYZ,proteome_HV313,proteome_APOE,proteome_CAPZB,proteome_CLU,proteome_IGHG4,proteome_A2M,proteome_CFHR2,proteome_IL1RAP,proteome_IGHA2,proteome_HPR,proteome_PROZ,proteome_HP,proteome_PLTP,proteome_LV743,proteome_C6,proteome_CD14,proteome_CAMP,proteome_SAA1,proteome_KV320.1,proteome_FCN2,metabolome_nRPLC_463.3428_11,metabolome_nRPLC_437.3271_10.7,metabolome_nRPLC_393.3013_10.7,metabolome_nRPLC_461.3269_10.7,metabolome_nRPLC_445.3323_11,metabolome_nRPLC_507.3686_10.6,metabolome_nRPLC_389.2702_10.4,metabolome_nRPLC_439.3427_10.9,metabolome_nRPLC_445.3324_11.4,metabolome_nRPLC_453.3223_9.8,metabolome_nRPLC_435.3115_10.4,metabolome_nRPLC_399.3268_11.1,metabolome_nRPLC_473.3632_11.4,metabolome_nRPLC_377.2696_10.5,metabolome_nRPLC_351.254_10.3,metabolome_nRPLC_299.2228_9.3,metabolome_nRPLC_313.2385_10.3,metabolome_nRPLC_155.0713_4.9,metabolome_nHILIC_277.2171_1,metabolome_pHILIC_188.128_8,nares_family_Neisseriaceae,nares_order_Neisseriales,nares_class_Betaproteobacteria,nares_genus_unclassified_Neisseriaceae,nares_phylum_Proteobacteria,nares_family_Staphylococcaceae,nares_genus_Staphylococcus,nares_order_Bacillales,gut_genus_unclassified_Porphyromonadaceae,gut_genus_Clostridium.IV,nares_family_Comamonadaceae,gut_genus_Dorea,gut_genus_Ruminococcus,gut_family_Porphyromonadaceae,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_family_Propionibacteriaceae,nares_genus_Propionibacterium,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,IL5,IL2,IL12P40,LEPTIN,PDGFBB,CHEX4,GCSF,MIP1B,IFNB,CD40L,IP10,CHEX1,RESISTIN,label
ZR47VBL-02,1.786422861,1.657801301,2.166132031,1.79828389,2.550214307,1.79727557,1.923177522,2.284095425,2.990170818,1.677140147,1.39250588,1.921842877,1.630290721,2.278794225,1.516644625,1.85128475,2.650049189,2.390943469,2.232599713,1.691394663,0.167718339,0.452070923,-1.074929682,0.558446429,0.945577789,-0.471135707,-1.475696304,-0.702408047,-3.548101025,-1.455145792,-0.89495279,-0.078456962,-0.3862788,0.793751719,-0.210675977,-0.36909696,-0.379651384,-1.012710243,0.007388734,1.0226941,1.382071103,0.869764315,1.21589272,1.107659407,1.008541176,0.673170432,1.020317376,0.529841143,1.000292227,1.091122035,1.098851892,0.718236262,0.7349858,1.649328247,0.277081297,1.767764847,0.68058072,-0.385520427,0.276104949,2.150729496,-0.206030663,-0.206030663,-0.21951243,-0.182246428,-0.337787506,-0.858763012,-0.859076225,-0.865320252,-0.435737694,0.02633668,-0.248157776,-0.312953392,-0.542066872,0.015744831,-0.440768222,-1.018077299,-1.017385503,-0.403698832,-0.731375972,-0.194728432,-0.166564045,-1.089119047,-0.468929157,0.248514127,-0.939153702,-0.543518336,-0.367164372,-0.367811672,0.007331532,0.232340891,-0.912720337,0
ZR47VBL-03,-0.339817286,0.197453431,0.446538365,0.077626895,0.354706686,-0.975341387,0.284720267,0.747279734,0.427218312,-0.650855617,-0.446283719,0.519763355,0.076027985,-0.640252789,-1.331712948,0.724502116,-1.045750991,-1.041273562,0.577311562,-0.454755506,1.998499988,-0.015050911,0.817241284,1.999166531,0.642402699,-0.621738553,-1.428288634,-0.747641162,-2.724527002,-0.850419169,-0.253054533,-0.823550259,0.701584409,0.629079285,0.278199385,0.258464772,0.079951968,0.189674248,1.47133137,0.125378153,1.365945731,0.932908447,1.473182754,1.191574258,1.086202685,0.941404365,1.321179787,0.334223085,0.85740535,1.276701055,1.122887296,0.949592186,0.457219944,1.480818369,1.532530895,0.277385722,-0.015095992,-0.561203069,0.16868305,2.369812235,0.495859766,0.495859766,0.477758107,0.518971453,0.213242044,-0.307296883,-0.307158809,-0.314738322,-0.413019733,-0.366052859,-0.428596755,0.01717046,-0.61935534,0.095220435,-0.456431638,-0.795909074,-0.795157588,-0.345187242,-0.639192201,-0.302680846,-0.239469258,-0.845834225,-0.59191955,-0.163195197,-0.963245522,-0.802564388,-0.314603324,-0.324300988,-0.241212218,0.380468631,-0.547556897,0
ZR47VBL-04,0.115397799,0.313059316,0.501173937,-0.294082452,0.30237072,0.274528647,-0.543925827,-0.039957455,-0.050400015,0.281080663,-0.446283719,0.047234466,-0.270240543,0.212515217,0.220976002,-0.050524723,-0.349772604,0.229034587,-0.816345874,-0.088920759,0.947477529,-0.08761378,1.238912427,-0.09853571,1.229167502,-1.109504292,-0.625611591,0.42323469,-0.643383772,-0.169460371,-0.923016781,-0.103031317,-2.315127853,1.210560373,0.71612656,0.577362287,1.225549737,-0.548797871,-1.706843064,0.367273319,0.184468779,0.010100178,0.482153678,0.199025411,-0.184926019,-0.114386241,0.987166702,-0.243144125,-0.602204894,0.501703311,0.515319917,-0.326375366,0.205983352,0.764630459,0.891218101,-0.341798482,0.640825919,-0.614646965,0.327234256,0.402264242,0.115376286,0.115376286,0.188655036,-0.018956774,-0.005895934,-0.38196241,-0.381845431,-0.379505001,-0.435737694,-0.047632057,-0.398729973,0.323467765,-0.329646173,-0.692208057,-0.442246656,-0.479324245,-0.484197831,-0.351565283,-0.689474258,-0.310984878,-0.083243802,-0.766001016,-0.20058648,-0.574904522,-0.818694599,-0.558320967,-0.279562625,-0.137205048,0.324915213,-0.475861053,0.179648929,0
ZRB0F6P-6011,-0.419162027,-0.273411023,0.309264159,-0.019632758,-0.78479483,-0.375169282,0.436138397,0.086072565,-0.102543608,0.283971052,-0.446283719,-0.704004808,-0.095989069,-0.640252789,0.48014515,0.458274705,-0.39756577,0.507808423,-0.01956566,0.213636432,0.030592621,-1.297133172,-0.497972203,-0.000608548,-0.001636605,0.705704824,-0.310944038,0.312744471,0.97933383,-0.477187228,1.582362678,-0.013657841,0.469581337,0.825350067,0.014051712,1.003734558,-1.063544365,-2.212399508,1.014494398,-0.62644233,-0.434343942,-0.568328647,-0.71738827,-0.40506797,-0.145159496,-0.61902078,-0.59668686,-0.444522992,-0.278126062,0.051086199,0.000855871,-0.133080622,-0.380762729,-0.423857859,-0.70267959,-0.361271378,-0.517817909,-0.613001634,2.255907991,-0.323671359,-0.409408008,-0.409408008,-0.423157305,-0.39436917,-0.440198204,-0.041855056,-0.041641983,-0.040501573,0.910760861,-0.488750111,-0.428596755,0.66916197,-0.799445499,6.843531011,0.763068777,1.312398762,1.313716694,-0.152807513,-0.773277686,-0.394025197,0.104226748,1.061560076,0.23547037,0.45436879,-0.746419138,-0.750755178,-0.481046643,-0.400444684,-0.931611525,-0.550465533,-0.719214924,0
ZTLIFAS-01,-0.771655644,-0.065963655,-0.180765149,-0.165014248,-0.78479483,-0.975341387,-1.170449183,-0.07433499,0.115442841,-0.272585817,-0.446283719,0.211310122,-1.597268581,-0.640252789,-0.567406175,-0.603520427,-1.045750991,-1.041273562,-0.816345874,-1.437829193,-2.334016275,-3.988710082,-1.080270128,-0.459743885,0.040854656,1.389815888,-1.652681128,-1.627061964,1.603265986,-4.047545878,-1.076635401,-1.282224873,-0.623523566,-2.821377345,1.78971255,-4.853894134,-0.578248836,-1.754842239,1.794892463,-0.296469801,-0.00174507,0.189028459,0.139405862,-0.01168312,-0.190388294,0.029940059,-0.120216452,-0.083165949,-0.084082415,0.18437576,-0.187861185,-0.153737354,-0.496733303,-0.219695812,-0.620213037,0.238816538,-0.945506274,-0.503415867,-1.300839287,-1.098647238,-0.026370684,-0.026370684,-0.024474419,-0.002627879,-0.164298312,-0.327612667,-0.327480332,-0.332916337,-0.301151457,-0.511028658,1.119806955,-0.106768664,-0.702978936,0.07769811,1.734558181,0.517171542,0.518275818,0.549923615,-0.580529801,-0.178120368,-0.692523085,-0.571751677,-0.42979585,3.1304794,-0.577776395,-0.402893336,-0.483236687,-0.137205048,-0.296444163,0.029070727,0.867321391,0
ZTLIFAS-03,-0.338129975,0.564660633,-0.130152072,-0.415911118,0.110513151,-0.463768436,0.165885162,-0.302495905,-0.206940613,-0.028060197,-0.446283719,-0.704004808,-0.686206024,0.451210953,0.407489999,-0.543923828,-0.15496338,-0.202982032,0.579224949,0.836946636,-1.476072994,0.806074772,0.973271988,0.109855657,-0.125481565,0.454999683,0.56069781,-0.380410125,0.65841014,0.117152393,0.36770013,1.062495598,0.241332116,0.246112944,0.747646831,-0.921329759,-1.09311391,-0.676707195,0.214369068,-0.179712479,-0.325742892,-0.268100814,-0.479933381,-0.462717938,-0.060991134,-0.474978913,-0.538272334,-0.507989503,0.387468742,0.097969198,-0.803042536,0.085185131,-0.528150081,-0.877348518,-1.162781626,-0.793465686,-1.09932823,-0.316567128,-1.033706577,-0.996327963,-0.430000988,-0.430000988,-0.438691414,-0.438929604,-0.468330282,0.066324949,0.064046853,0.069636278,-0.425622192,0.314257273,-0.171938011,-0.467348557,-0.799445499,-0.445753517,-0.428661041,-0.785763634,-0.785009421,0.353382907,-0.572149458,-0.236248591,-0.26029932,-0.807982272,-0.211767425,0.660223452,-0.529592754,-0.04392952,-0.454766119,0.072371412,0.255875282,-0.096351303,1.804678257,0
ZTLIFAS-04,0.352983672,0.268046748,-0.311772708,0.0809812,1.014667031,0.078084357,-1.170449183,0.339066506,0.431528339,-0.219547857,-0.446283719,-0.704004808,-0.208191113,0.265835794,-0.059212704,0.296936746,0.091947667,0.643592058,-0.816345874,-0.213642559,-0.30332069,-0.23809273,1.101711547,1.032186005,-0.911911681,0.839672195,-0.087645664,-0.728842831,0.910180888,-0.019577546,0.381818614,0.429029497,0.922319498,-0.136095544,-0.093112183,0.795965515,-0.915893167,0.496762664,0.791357814,-0.848018663,1.052747937,1.273080753,1.349629889,1.309379813,0.317033117,1.249152622,1.023455227,2.035953248,0.392012524,0.718590613,1.059794077,0.357621728,0.494354155,0.722596936,0.46630733,0.265267345,0.239424972,-0.621585483,-0.72998299,-0.915131432,-0.433299003,-0.433299003,-0.440443763,-0.423432738,-0.486507765,-0.014191615,-0.014740616,-0.020626556,-0.291365619,-0.452437977,-0.017213539,0.175091394,-0.185862295,-0.296256717,-0.450437983,-0.642418164,-0.642217568,-0.333956345,-0.614051173,-0.244552623,-0.239469258,-0.230223832,-0.413024432,0.248514127,-0.650051856,0.100396138,-0.476666556,0.015807523,0.863426672,-0.578577367,0.941186361,0
ZTLIFAS-05,-0.167433201,-0.060974101,0.592516372,0.18429515,-0.78479483,0.055458796,-0.521906192,0.79859216,0.927866316,-0.030645771,0.453913281,0.073637335,0.332537787,-0.111883168,-0.1966125,0.442095432,0.635015738,0.365420994,-0.286265029,0.493700167,-1.547709254,1.255302029,-0.202097629,-0.943517454,-0.112917096,0.603568796,0.42144052,0.137391478,0.679184561,-0.640409531,0.225413146,1.086549561,-0.009067726,-0.05909122,0.645140733,-0.269939231,0.771091986,0.154616012,-0.046989704,-0.175634275,0.304511557,0.301783779,0.536606679,0.364954904,-0.160210131,0.406864685,0.558553941,0.871114961,-0.561310697,0.227389857,0.314507574,-0.258150191,0.125582536,0.400055265,0.594570775,-0.330640575,-0.240713605,-0.64000733,-0.043239877,-1.027510053,-0.248258964,-0.248258964,-0.261651332,-0.298687815,-0.321120221,0.549492072,0.549872222,0.55119637,-0.388380409,-0.432641378,-0.428596755,-0.260677818,0.853805369,0.496296507,-0.228909734,-0.458842257,-0.458826273,-0.135323362,-0.622431515,-0.1864244,0.067774141,0.320694132,-0.524833881,0.248514127,-0.385041831,0.381646138,-0.441625857,0.252215571,2.437537092,-0.375307188,1.723530825,0
ZTMFN3O-01,0.254348188,0.250758613,0.328167706,-0.885036076,0.255212807,0.41383452,-0.002308246,-0.548509356,0.319215957,0.049134977,-0.446283719,0.008410182,-0.323200078,-0.640252789,0.403023586,-0.494932406,-0.010994307,-0.420159405,-0.005030073,0.720164921,-0.476500453,1.513993596,1.308117578,0.563131865,1.522244036,1.909004191,0.448297395,2.383084241,2.211455647,1.596054167,1.032350334,-0.561900325,0.123142909,1.347622205,1.028816519,0.949533363,2.866114962,-3.221651095,-1.609960079,2.270637361,-0.497913271,-0.436567992,-0.41200895,-0.239715184,-0.682645037,-0.382174205,-0.309855187,-0.281390448,-0.338187002,-0.727273563,-0.384229644,-0.596028206,-0.040422055,-0.482285779,-0.168551174,2.9927986,0.597152411,-0.726859377,0.28624279,-1.141225934,1.921457557,1.921457557,1.897011602,1.944656207,1.344204827,-0.866631288,-0.866651247,-0.870083598,0.054043969,-0.458265942,-0.354722722,-0.422282942,-0.742557686,0.375407982,-0.392401831,-0.930095549,-0.929380115,-0.084013412,-0.282905337,-0.161916298,0.526101597,-0.944043693,-0.851541176,-1.110158218,-0.500849348,1.018210457,2.062933011,0.605189276,-0.490530916,0.295351647,-0.712683898,0
ZTMFN3O-02,-2.500310919,-1.051876835,-0.636369636,-0.206152008,0.018798378,-0.975341387,-1.170449183,-0.849399082,-0.809730614,-0.330862506,-0.446283719,-0.704004808,-0.872155029,-0.640252789,-0.611074113,-1.397803617,-1.045750991,-1.041273562,-0.816345874,-0.744551188,-1.291533139,0.823624318,1.031240414,1.125219144,0.947438081,1.69708723,0.161958607,0.634314222,1.1352031,0.842938736,0.865050775,-0.301537486,1.618046396,0.500222689,0.977659329,1.415240438,1.382808376,0.268292719,-1.130044665,2.022957933,-0.926815613,-0.840092178,-1.005060255,-0.793836506,-0.912692123,-0.750539489,-0.864946842,-0.633719953,-0.98023747,-0.854371214,-0.866858519,-0.762174322,-0.349966325,-0.730532206,-0.738403583,3.765408617,-0.151489163,-0.641744344,-1.255864557,-1.469008276,4.257808835,4.257808835,4.22966006,4.256332618,3.208754334,-0.563420728,-0.563355018,-0.564722388,0.556040063,-0.512016655,0.002842138,-0.999587886,-0.799445499,2.343501717,0.737114657,0.284403327,0.285445065,-0.417286832,-0.37447196,-0.189618258,0.134498717,-0.915058006,-0.743589522,1.123396443,-0.428407108,0.902243304,1.589308595,0.404854566,-0.413346131,-0.475933486,-0.848946236,0
ZTMFN3O-05,-0.404356411,-0.477694587,-0.687207152,-0.062291137,-0.034432543,-0.975341387,-0.298182901,-1.106447657,-0.809730614,-0.508281531,-0.446283719,-0.704004808,-0.6209164,-0.640252789,0.049869919,-0.633043938,-0.29917725,-0.618365796,-0.263932523,-0.023093523,-0.842595139,0.427418612,-0.01962515,-0.652039769,0.520258368,0.188882861,-0.083908728,0.158479273,0.857261115,0.068644669,1.069033406,-0.72316523,-0.092426434,1.381153976,-0.535855872,-0.58634555,1.089562378,-0.049445754,0.598469405,0.10710435,-0.685933348,-0.789507684,-0.829849785,-0.704222621,-0.490981713,-0.863895259,-0.576007703,-0.923130438,-0.316533095,-0.408001605,-1.038106521,-0.425614665,-0.481370964,-0.942413444,-0.868413782,2.508583444,-0.478895083,0.232942156,0.173106458,-1.365861405,1.735319958,1.735319958,1.716686424,1.75118028,1.189138158,-0.95875197,-0.958797956,-0.957589917,-0.21931967,-0.480993113,-0.428596755,0.834849338,2.697713846,1.797661472,2.780085195,-0.919785318,-0.920198973,0.776314939,-0.268473484,-0.306878821,0.137633068,-0.583329747,-1.013008273,-1.691374546,-0.249659507,1.468200889,1.368599836,0.598637163,-0.465149447,-0.756283398,0.556880666,0
ZTMFN3O-06,-0.272612563,-0.31043963,0.591721512,-0.885036076,0.292655593,-0.975341387,0.219733109,0.331677548,-0.809730614,0.091334114,-0.446283719,-0.704004808,-0.480234417,0.203392165,-0.365486989,-0.063508304,0.498543918,0.91516165,-0.816345874,0.167339461,-0.779005151,0.584538543,0.985994652,-0.607093833,0.660252577,0.028606457,-0.149991673,0.995559691,1.074620631,0.12144046,0.734548082,-1.073455745,-0.258120829,1.12628578,-0.041087549,-0.611555737,1.690708127,0.036396733,0.720124294,0.262039483,-0.665759907,-0.620830012,-0.847030132,-0.717886058,-0.693700595,-0.839340348,-0.876320041,-0.361176288,-0.363117042,-0.737163254,-1.007354588,-0.523390037,-0.380111186,-1.001768368,-1.005745336,2.885012849,-1.34434206,0.275215924,-0.913812091,-1.028569456,1.587310396,1.587310396,1.56666161,1.603225046,1.073133922,-0.888712826,-0.888739023,-0.892378724,0.898270182,-0.472927151,-0.202077031,-0.04594254,1.00950076,1.400868828,2.104630754,-0.720271313,-0.720018208,1.18235071,-0.268473484,-0.353704354,0.097518019,-0.399566539,-0.777824452,-0.581840019,0.444209821,2.785767809,1.478474331,0.550067038,-0.47918957,0.373124578,0.109458397,0
ZTMFN3O-07,0.132208028,0.764646457,-0.080683864,-0.092764041,-0.78479483,-0.111381932,0.53571027,0.207333601,-0.172988095,0.368657328,-0.446283719,-0.704004808,-0.565892377,0.074842386,0.834954042,-0.15807187,-0.462132957,0.072328404,-0.816345874,0.958152202,-1.036875971,-0.163118128,-0.605171476,-0.749584002,0.638301002,0.146603568,-0.590725163,1.03731741,0.565400492,0.449520962,0.608854276,-0.057175206,0.203418024,0.952089087,0.234151463,-0.940234383,0.503251558,2.988727982,0.298439832,0.116624829,-0.638997434,-0.734148175,-0.624545609,-0.641224426,-0.221425332,-0.721452921,-0.845535484,-0.803912188,-0.575282314,-0.5272811,-0.711738399,-0.429261513,-0.0221749,-0.743075867,0.07444097,0.566590646,-0.354552284,-0.34420648,-0.800397542,-1.543355441,0.753227768,0.753227768,0.73786877,0.767934997,0.564356392,-0.960910803,-0.960957399,-0.963455897,0.080475993,-0.458607899,-0.428596755,-0.563367146,0.564596941,0.525677639,-0.10650893,-0.943350027,-0.944005278,0.159472447,-0.146196357,-0.260053287,0.934919653,-1.14865289,-0.586737597,-0.951684862,1.16583392,5.776901629,1.496786747,0.58971612,4.996458451,2.545147547,1.682619723,0
ZUL3S6O-07,0.227586723,0.257281059,-0.539789622,0.088003349,0.366989267,0.085741894,0.297495887,0.459356272,-0.199458661,0.206833905,0.417264417,0.267619813,-0.199133272,0.045114555,0.68590457,0.383813401,-0.48639504,0.218222185,0.290164264,0.65161125,-0.594983996,-0.126292136,0.804531189,-2.140847073,0.619034952,-3.129983289,1.146906105,-1.566324935,-0.943188916,-3.197831833,-0.609551052,0.538890256,-1.10026354,-0.740847891,-8.900018824,0.170617035,0.074673301,1.464120762,1.056465437,1.438054639,1.505460515,1.971940156,1.942260841,1.199516868,1.02570273,1.495608567,1.902844022,1.808950733,0.996218763,-0.035518579,1.195714911,0.934806184,0.710788572,0.125299564,1.046136542,2.241519649,0.828976951,1.152822791,0.341750762,0.018070746,-0.448160266,-0.448160266,-0.458188954,-0.438929604,-0.425031583,-0.997015719,-0.997072516,-0.999904742,-0.425607637,-0.478061627,-0.144101112,-0.640320848,-0.484436825,-0.426314965,-0.456431638,-0.526453097,-0.526202504,-0.417286832,-0.07283008,0.077090555,-1.517112675,-1.190184513,0.564683195,1.082461775,0.000133451,-0.543015469,-0.261205177,-0.270668948,-0.128186492,-0.08061617,-1.454467149,0
ZUPAQVU-01,0.195918824,-0.066480286,-0.457911985,-0.885036076,0.463926851,-0.398770032,0.12725243,0.038680645,-0.130352537,0.375342834,-0.446283719,-0.031866093,-0.379924514,-0.640252789,0.114174894,0.228806554,-0.060299185,-1.041273562,-0.816345874,0.883287301,0.974367397,-0.937460704,-2.15170144,-0.336035931,0.015698802,-0.594452006,0.941540006,-1.903261762,0.4123477,1.832281565,-1.107527992,0.355754379,0.112612831,0.742643933,-1.596534863,-0.092069209,-1.242206326,-0.200078814,-0.172618643,-0.571241651,0.748508848,1.185060328,0.399342347,0.762992211,-0.249795794,0.846278943,0.054953004,2.068976276,-0.154803805,0.014346679,0.630845481,0.273807277,0.532126767,0.188496269,1.081266475,-0.234222354,0.605443315,-0.205518725,0.893542313,0.692956856,0.035988494,0.035988494,0.041471452,0.056451364,-0.105465257,0.087352212,0.08760179,0.078313576,-0.435737694,-0.135824845,1.974152886,-0.359273641,0.622413545,-0.986057639,-0.165456916,0.190655828,0.190999911,-0.298461162,0.183951887,-0.05402094,0.458553454,-0.792884283,1.329030615,-0.211995174,0.88828619,1.093850399,-0.340558979,-0.236967229,-0.043945753,0.153395396,-0.175824609,0
ZUPAQVU-04,-0.254124478,-0.137535978,-0.13875286,-0.312810523,-0.78479483,-0.351338955,-0.563781148,-0.351800767,-0.809730614,-0.307361103,-0.446283719,0.718590263,-0.581168773,-0.640252789,-0.382645744,-0.471604413,0.0072221,-0.407067323,0.012071153,0.343469895,0.668889808,-0.008558049,0.304807686,2.086567807,-0.230666707,0.033463549,0.652299763,0.402096867,1.523389422,-0.642094715,0.355729607,-0.1960898,0.44865295,0.704752531,-0.305489797,-0.338334458,-1.521756654,0.851507972,0.275462373,0.638505696,0.42256069,0.670391559,-0.095283565,0.496785334,-0.051044425,0.723370317,-0.148627719,1.020810099,-0.058200691,0.169632575,0.345909223,0.654162411,0.119134698,-0.14062127,-0.544962666,-0.331071661,-0.342948479,0.308350235,-0.526051077,0.159827039,-0.199362899,-0.199362899,-0.205404454,-0.178652032,-0.230319936,-0.26066442,-0.26051317,-0.265201861,-0.435737694,2.791035429,-0.235917681,-0.791564311,0.796942673,-0.522591497,-0.086502112,0.508436586,0.502636023,-0.417286832,-0.097285506,-0.278783501,0.157690591,-1.288039844,-0.199664225,0.157849668,0.000133451,0.858963817,-0.371079672,-0.334107478,-0.001825384,-1.037536751,-0.668399585,0
ZUPAQVU-07,0.31538581,-0.458397923,0.134376454,-0.885036076,-0.78479483,0.710734763,0.758313621,-0.211808861,0.622026167,-0.235995509,-0.446283719,0.244661311,-0.630101054,0.436623971,0.599441474,-0.332566567,-0.166868405,-0.214185467,-0.816345874,0.293097177,-0.593156402,0.082406488,0.187783611,-0.609752545,-1.064697619,0.04696083,0.075645421,1.617760006,-0.166166768,0.02668757,-0.194760697,-0.013729078,1.69848866,0.854549776,0.122703777,-1.568913486,0.093509453,-1.903712814,-0.871761827,-0.856878656,0.289047746,0.529922393,-0.29326546,0.048004192,-0.054230389,-0.064272011,-0.541836911,0.769807756,-0.032394723,-0.121189476,-0.146207002,0.224903384,0.179179951,-0.26914264,-0.749421044,-0.783273814,0.5909801,-0.392596504,-0.356107206,0.008206233,-0.078121678,-0.078121678,-0.078575521,-0.058762115,-0.212236844,-0.477759707,-0.477669795,-0.483501441,-0.435737694,4.798526934,1.319470363,-0.816986824,0.456078459,-0.41109023,1.546666717,1.264148266,1.264703759,-0.417286832,0.220635025,-0.11021158,0.257978212,-1.123430488,0.113914204,0.157849668,0.832776643,1.255334924,-0.343611049,-0.20326551,1.500467791,-0.001513672,-0.00752816,0
ZUPAQVU-08,-0.346858212,-0.014279499,0.466405146,0.579671278,0.192662691,-0.074856794,0.382419485,-1.102711016,-0.809730614,0.359508742,-0.446283719,-0.704004808,-0.52011109,-0.640252789,-1.331712948,0.274023636,-1.045750991,-1.041273562,-0.816345874,0.827763879,1.671206026,-0.248501174,-1.703182124,-1.384128976,-0.885461574,-1.255349066,1.174368821,0.138469998,-0.951563594,-1.223322992,0.047832272,0.260328171,-0.540047614,-0.380316436,-2.100548221,-0.810189159,-0.45198049,-0.122234241,-0.845914866,0.916102659,2.62625153,3.747661648,2.170524817,2.160953836,0.562855804,3.169001702,2.007096352,3.883527454,0.176601896,1.26784389,2.503529009,0.801568336,0.926406212,1.400316424,1.77681744,-0.323710036,1.508254174,-0.29940319,-0.792424425,0.747517764,0.003473516,0.003473516,0.002160892,0.031141666,-0.12025558,-0.104632476,-0.10443714,-0.113852431,-0.435737694,2.118656659,0.787170286,-0.68307185,-0.799445499,-0.15473965,0.292051082,0.393370954,0.394441968,-0.310523978,0.220635025,-0.119576686,0.077460494,-1.024816589,-0.219262876,-0.211995174,0.16666209,0.664448366,-0.349715187,-0.065484951,-0.043945753,1.101526812,0.275702451,0
ZUPAQVU-09,-0.281715645,-0.311375292,-0.57687651,-0.434006192,-0.78479483,0.219950015,-0.008362228,-1.566134833,0.130205206,-1.184148265,-0.446283719,-0.704004808,-0.981265251,-0.640252789,-0.852942469,-1.677662664,-0.184235576,-1.041273562,-0.816345874,-0.068404368,-0.374340941,-0.110499113,-0.580862248,-1.150887676,0.153621056,0.010201304,-0.556173398,-1.531693101,0.292203148,-0.696237715,0.336307827,0.121187791,-0.084244328,0.444532331,-0.412857982,-0.352887357,0.211742597,-0.271809085,0.231333175,0.088400638,0.806067675,1.090110526,-0.168581198,0.470028257,0.28168284,0.762804572,-0.110692912,1.163724064,0.114729756,0.398263205,0.45964716,0.62016062,0.693347115,0.074479851,-0.300427249,-0.29613355,1.105046191,-0.420141823,0.557109507,0.122571926,1.79577423,1.79577423,1.792148024,1.820856429,1.60646273,0.399299551,0.399637267,0.392285741,-0.435737694,2.25156834,-0.22671977,-0.701621988,-0.796365799,-0.803210305,-0.053758381,1.171596829,1.170334422,-0.417286832,0.245090451,-0.007195406,0.147661829,-1.258266032,0.192308812,0.52769451,0.694002778,0.8369432,-0.288673801,-0.366817971,-0.619590801,-0.149830861,-0.371828401,0
ZVBQY1N-6011,-0.677555815,-0.26679779,-0.18941253,-0.885036076,0.298694197,-0.975341387,-0.031534228,0.067226026,-0.809730614,-0.534539312,-0.446283719,-0.146856928,0.178687795,-0.007807305,-0.360071746,0.011978371,-0.205031022,-0.555527978,-0.816345874,0.00676612,0.352954794,-0.612089225,-0.736431388,0.304760441,0.543500709,-1.066051984,0.269500534,-0.455145848,0.957346668,-0.355808191,-0.084486346,-0.59461864,0.676583644,0.380099199,-0.307727551,-0.140759966,-0.650299526,-0.326649955,0.731353866,-0.260709821,-0.197936102,-0.162259312,-0.256416325,-0.264331801,-0.502281586,-0.038570616,-0.297794924,0.155351243,-0.463649998,0.568204524,-0.302932583,-0.517180141,-0.195478466,-0.219275243,0.160355421,-0.561534584,-0.803090803,-0.40381882,-0.358407378,0.97950042,0.207553561,0.207553561,0.204595643,0.2172934,0.088832085,-0.559836415,-0.559769692,-0.563436486,0.622303438,-0.269562967,0.652554353,-0.029522855,-0.799445499,1.305364042,-0.456431638,1.583957923,1.584838201,-0.10231007,-0.07283008,-0.016560513,-0.86524314,-1.127412973,-0.327055461,0.342772087,-0.332923825,-0.902685548,0.159980388,0.181330581,-0.886353141,-0.130055225,0.134087146,0
ZVBQY1N-6021,-0.912163414,-0.608437386,-1.028746644,-0.885036076,-0.392051544,-0.975341387,-0.575089759,-0.887201418,-0.088169918,-0.504055776,-0.446283719,-0.28221798,-0.846126094,-0.640252789,-0.39746795,-0.87627372,-0.177179317,-1.041273562,-0.816345874,-0.684690233,-0.72021492,0.2805015,-0.746465674,0.643347769,1.01170902,-0.719799499,0.357352228,-2.916772221,0.072696713,-1.019278977,0.185696087,0.509180798,-0.143992587,0.319684128,-0.667226482,-0.170547962,-0.424405927,-0.4945532,-0.368364936,0.436267702,0.647812634,0.700659248,0.521405774,0.902049285,0.092953621,1.310056689,0.306382374,0.671123044,-0.010925786,1.109771866,0.903422164,-0.081994101,0.322771077,0.897804762,1.758608152,-0.336538995,-0.278914078,-0.453284865,0.005051941,0.671724519,-0.006766083,-0.006766083,-0.019463707,0.020895832,-0.139404221,0.546384667,0.546763939,0.539123253,-0.18648941,-0.452336189,-0.176091608,-0.876187996,-0.795105519,-0.342551276,-0.456431638,0.351434723,0.352494469,-0.417286832,-0.231790346,-0.072751153,-1.075847144,-0.840674096,-0.327055461,0.52769451,-0.332923825,-0.7118402,0.004324853,-0.135862071,-0.858272895,0.076490199,-0.568858391,0
