SampleID,Deseq_FLNA,Deseq_LGALS8,Deseq_LYZ,Deseq_PRR26,Deseq_PRKAG1,Deseq_HCFC1R1,Deseq_CASC14,Deseq_LINC01271,Deseq_MNS1,Deseq_CDR1,Deseq_TM6SF1,Deseq_LOC101929680,Deseq_ZNF385A,Deseq_C9orf173,Deseq_DNMBP-AS1,Deseq_C16orf72,Deseq_HLA-DQA1,Deseq_HLTF-AS1,Deseq_DCBLD2,Deseq_RNF157,proteome_C1R,proteome_IGHA2,proteome_LPA,proteome_LV144,proteome_HP,proteome_IGHG4,proteome_APOE,proteome_SAA2,proteome_FCN2,proteome_A2M,proteome_IGJ,proteome_IGHA1,proteome_LGALS3BP,proteome_MBL2,proteome_FCGBP,proteome_MYH7,proteome_APOC4,proteome_BTD,proteome_NPHP3,proteome_SERPINF2,metabolome_nRPLC_299.2227_9.9,metabolome_nRPLC_315.2539_9.7,metabolome_pHILIC_147.1128_11.2,metabolome_pHILIC_154.1225_1.6,metabolome_nRPLC_285.2071_9.2,metabolome_nRPLC_389.2702_10.4,metabolome_pHILIC_189.1233_8.4,metabolome_pRPLC_288.2172_5.1,metabolome_nRPLC_495.2962_9.1,metabolome_nRPLC_172.9914_0.9,metabolome_pRPLC_267.1228_8.3,metabolome_nRPLC_183.1025_5.1,metabolome_nRPLC_309.2073_9.4,metabolome_nHILIC_740.525_4.5,metabolome_pRPLC_315.1341_7.8,metabolome_nHILIC_74.0246_9.6,metabolome_nHILIC_528.2633_6.7,metabolome_nHILIC_188.0023_1.6,metabolome_nRPLC_431.3166_10.4,metabolome_nHILIC_130.0509_8.8,gut_genus_Clostridium.IV,nares_genus_Propionibacterium,nares_family_Propionibacteriaceae,gut_genus_Ruminococcus,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_genus_unclassified_Neisseriaceae,nares_class_Betaproteobacteria,nares_family_Neisseriaceae,nares_order_Neisseriales,gut_genus_Dorea,nares_phylum_Proteobacteria,nares_family_Comamonadaceae,gut_genus_unclassified_Porphyromonadaceae,nares_genus_Staphylococcus,gut_family_Porphyromonadaceae,nares_order_Bacillales,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,nares_family_Staphylococcaceae,IL2,LEPTIN,IL5,IP10,CHEX1,IL12P40,PDGFBB,CHEX4,MIP1B,IFNB,CD40L,GCSF,RESISTIN,label
ZQFL1P3-01,-0.929243574,1.338006554,-0.3974883,1.121700028,-0.779554111,-0.489515231,-0.938542689,0.12401438,1.673237359,0.413435577,1.906407391,0.582932116,-0.04098335,0.697345843,0.916695325,-1.52194321,-0.702072206,0.478860921,-0.228920782,1.351913033,-0.514281841,0.620467482,-0.263728714,-0.799287806,0.29274705,0.920616467,-0.793397941,-1.750137666,-0.949589118,1.075006278,0.244204622,0.722928841,0.574104765,0.425294336,-0.226688383,0.356500819,-2.525342835,-1.107769704,-1.425526868,-0.183097588,-0.615769583,-0.108321015,-0.42895261,-0.694028999,-0.455304426,-0.730863827,-0.895975201,0.924914465,-0.378758508,-0.65914204,-0.575076475,-0.394478356,-0.375950504,-0.676414239,-0.530835249,-0.435099093,-0.760153931,0.539264414,-0.799596612,-0.450971874,3.205643015,-0.56088231,-0.561696723,0.126038546,-0.387560957,-0.438929604,-0.479787413,-0.466311699,-0.466311699,-0.929586019,-0.372838842,-0.428596755,-0.151425734,0.997486785,-0.125635874,1.265780751,-0.138474946,0.996980202,-0.187940237,-0.663812872,-0.010132632,1.078877598,1.677808005,-0.49312442,0.257032116,-0.223731147,2.258311292,-0.365648767,-0.084389708,0.944490955,1.3197367,0
ZQFL1P3-6011,-0.301769407,0.334545695,-0.855972931,0.615840823,0.52762501,-0.894245983,0.343381887,0.299095966,0.979260943,0.830618165,-0.139504888,0.794592554,-0.89310084,-0.230664028,0.1649299,-1.52194321,-1.145665423,-0.06283146,0.452272737,-0.198654486,-0.410002678,0.610517546,-0.315966676,-0.405022,0.624890237,1.160457187,-0.760145986,-0.018713261,-0.898860996,1.533065812,0.340454455,1.056646244,0.544626698,1.222898904,-0.589857232,0.788164388,-1.021580353,-0.622766467,-2.035023363,0.356403605,-0.494754161,0.008695594,-1.074441225,-0.698842393,0.695599047,-0.848031559,-0.541351636,0.667070967,-0.405856211,-0.6463309,-0.175648227,-0.720554841,-0.328783491,-0.301426546,-0.437355095,-0.142565883,-0.333065204,-0.085062245,-0.685398871,-0.706693561,0.346427076,-0.666080143,-0.658096575,0.212116582,-0.406658736,-0.151413068,-0.171640774,-0.1786605,-0.1786605,-0.307009811,-0.232968618,2.741418644,-0.326958357,0.724022506,-0.593385444,0.750680968,0.359916239,0.725639749,-0.241902807,-0.756478153,-0.022940877,-0.105040527,1.300176213,-0.944756028,-0.044480068,0.114315292,1.892758007,-0.41155218,-0.241156658,0.944490955,0.725448706,0
ZR47VBL-02,1.284673229,0.662490967,1.691394663,-0.611443941,-0.779554111,0.756178338,1.21030094,0.010229288,1.402561377,0.565612071,1.248502071,0.255692636,-0.89310084,0.900682518,0.529858773,0.512540678,-0.163835688,1.319246675,-0.012559292,1.441094583,-0.348067348,-3.548101025,0.611989516,0.228949102,-0.078456962,0.945577789,0.452070923,0.248876193,1.0226941,-0.471135707,-0.542418218,0.311026993,-0.853094544,0.743546434,-1.29610495,-3.576495373,0.931902019,-0.386794588,0.376662942,1.877623286,-0.184250296,1.356351435,1.56725845,-0.699348235,-0.129231495,1.020317376,-0.131444625,2.541163038,0.002699943,-0.104326388,-0.32247064,-0.455885794,-0.025265632,0.770448714,0.885591156,-0.333580489,1.688206974,-0.709042199,2.579451707,3.125615395,0.02633668,-1.017385503,-1.018077299,-0.542066872,-0.440768222,-0.182246428,-0.21951243,-0.206030663,-0.206030663,-0.312953392,-0.337787506,-0.248157776,-0.435737694,-0.859076225,0.015744831,-0.865320252,-0.403698832,-0.858763012,-0.194728432,-1.089119047,-0.731375972,0.007331532,0.232340891,-0.166564045,-0.468929157,0.248514127,-0.543518336,-0.367164372,-0.367811672,-0.939153702,-0.912720337,0
ZR47VBL-03,-0.277430776,0.282597808,-0.454755506,-0.611443941,-0.779554111,-0.568928385,1.227329539,-1.509295357,0.266936712,-1.16248868,1.269210797,-2.311908837,-0.89310084,0.581432399,-0.362728777,0.044309642,0.292921395,0.79542362,-1.611975512,1.077430819,-0.414330744,-2.724527002,0.872029936,-1.070050016,-0.823550259,0.642402699,-0.015050911,0.810524477,0.125378153,-0.621738553,0.413174153,0.672678504,0.73669314,0.867424132,0.608719469,-2.32659378,0.66142074,0.400485216,-0.451409605,-0.389232971,0.16439349,0.783506695,-0.70909634,-0.698247235,0.429639815,1.321179787,-0.27443022,0.474415396,-0.006949933,-0.123134279,2.066813071,0.80958721,-0.102227129,0.073347447,3.81333486,-0.313562088,2.655811475,-0.557260043,2.791339684,0.369750821,-0.366052859,-0.795157588,-0.795909074,-0.61935534,-0.456431638,0.518971453,0.477758107,0.495859766,0.495859766,0.01717046,0.213242044,-0.428596755,-0.413019733,-0.307158809,0.095220435,-0.314738322,-0.345187242,-0.307296883,-0.302680846,-0.845834225,-0.639192201,-0.241212218,0.380468631,-0.239469258,-0.59191955,-0.163195197,-0.802564388,-0.314603324,-0.324300988,-0.963245522,-0.547556897,0
ZR47VBL-04,-0.1781214,0.66915021,-0.088920759,-0.611443941,-0.779554111,0.0545563,0.391029634,1.17200836,-0.055907501,-1.16248868,-0.067797827,-0.153970375,0.657529301,0.490042283,0.517445536,0.342861808,-1.145665423,0.303681454,0.344241794,1.172493722,-0.363690658,-0.643383772,0.811339512,0.745285725,-0.103031317,1.229167502,-0.08761378,0.297291237,0.367273319,-1.109504292,0.249074926,0.268270612,1.447406381,-1.419121322,-0.216984599,-1.348570929,0.768365188,0.14701823,-1.294859309,0.575502707,0.208561552,0.088729306,-0.897876349,-0.699692936,-0.069866004,0.987166702,-2.244553336,-0.31763912,-0.22857405,-0.622411539,0.757225759,-0.383123182,-0.093165208,0.739338729,-0.081539925,0.056302172,1.196092719,-0.618346725,0.333284541,0.982081063,-0.047632057,-0.484197831,-0.479324245,-0.329646173,-0.442246656,-0.018956774,0.188655036,0.115376286,0.115376286,0.323467765,-0.005895934,-0.398729973,-0.435737694,-0.381845431,-0.692208057,-0.379505001,-0.351565283,-0.38196241,-0.310984878,-0.766001016,-0.689474258,0.324915213,-0.475861053,-0.083243802,-0.20058648,-0.574904522,-0.558320967,-0.279562625,-0.137205048,-0.818694599,0.179648929,0
ZRB0F6P-6011,-0.301995548,-0.981416494,0.213636432,-0.611443941,1.205853811,-0.571897689,-0.938542689,0.247389676,0.545564897,-0.311099264,0.191393546,-0.265236458,0.567971556,-1.408388033,0.13812335,-0.626486945,-0.661943947,-0.144032406,-0.282283754,-0.833990451,-0.230992495,0.97933383,-0.578045287,0.318138383,-0.013657841,-0.001636605,-1.297133172,-0.48998877,-0.62644233,0.705704824,-0.250349584,0.913297168,0.500976127,1.710542505,-0.155551959,-1.146964306,-0.360136052,0.528213633,0.271649499,-0.401842448,0.455113154,0.077720575,-0.552507936,-0.698150084,0.148231675,-0.59668686,-0.547445828,-0.114146238,0.482628231,0.119347524,-0.177600109,0.539500283,-0.267187355,3.355851182,-0.246595554,0.135693245,1.964222864,-0.531476382,-0.618040288,1.437497202,-0.488750111,1.313716694,1.312398762,-0.799445499,0.763068777,-0.39436917,-0.423157305,-0.409408008,-0.409408008,0.66916197,-0.440198204,-0.428596755,0.910760861,-0.041641983,6.843531011,-0.040501573,-0.152807513,-0.041855056,-0.394025197,1.061560076,-0.773277686,-0.931611525,-0.550465533,0.104226748,0.23547037,0.45436879,-0.750755178,-0.481046643,-0.400444684,-0.746419138,-0.719214924,0
ZTLIFAS-01,0.071085934,0.361317141,-1.437829193,0.939467848,-0.779554111,0.404354759,1.495608069,-1.509295357,1.057382466,1.900701443,-0.600578764,-0.274950523,-0.89310084,2.017323251,1.83367843,-0.350467548,-1.145665423,-0.780451605,-1.325110055,0.455041614,2.788708529,1.603265986,-1.588548426,-0.964738978,-1.282224873,0.040854656,-3.988710082,-0.244249847,-0.296469801,1.389815888,-2.922964717,0.10244082,0.13585322,-0.108615527,-1.770180733,-1.24219298,0.089117246,-5.638060446,-3.09653305,-3.019182773,0.491146341,-1.003810533,1.765349649,-0.697461264,-0.610637732,-0.120216452,-1.625827528,-0.484476277,-0.055835735,-0.683881028,0.074693954,-1.171611916,-0.348988918,-1.197621511,0.236639656,1.164973723,-0.300857602,-0.508582686,0.704172596,-0.493510939,-0.511028658,0.518275818,0.517171542,-0.702978936,1.734558181,-0.002627879,-0.024474419,-0.026370684,-0.026370684,-0.106768664,-0.164298312,1.119806955,-0.301151457,-0.327480332,0.07769811,-0.332916337,0.549923615,-0.327612667,-0.178120368,-0.571751677,-0.580529801,-0.296444163,0.029070727,-0.692523085,-0.42979585,3.1304794,-0.402893336,-0.483236687,-0.137205048,-0.577776395,0.867321391,0
ZTLIFAS-03,-0.339661653,0.106839188,0.836946636,-0.611443941,0.296712167,0.891926713,0.116930253,0.026053821,-0.980841131,-0.436783849,-0.499798822,0.061237393,0.734407759,0.584164273,1.067120871,0.713703905,-0.73335232,-0.657090239,0.013755501,-0.300752441,-0.619149378,0.65841014,-2.10579243,0.427367844,1.062495598,-0.125481565,0.806074772,-0.204864583,-0.179712479,0.454999683,0.653873038,-0.105102067,0.246247981,0.551959652,-2.403484419,-0.450415238,0.404891306,-1.677138234,1.192412213,1.022213154,-0.963684595,-0.783570939,-0.267011337,-0.699676532,-0.970853607,-0.538272334,-1.361058741,-0.245227478,-0.211495404,-0.440531363,0.165429995,-0.493617575,-0.251332396,-0.507675811,0.06435117,0.67771426,-0.187996994,-0.783521651,-0.117863504,-0.405818915,0.314257273,-0.785009421,-0.785763634,-0.799445499,-0.428661041,-0.438929604,-0.438691414,-0.430000988,-0.430000988,-0.467348557,-0.468330282,-0.171938011,-0.425622192,0.064046853,-0.445753517,0.069636278,0.353382907,0.066324949,-0.236248591,-0.807982272,-0.572149458,0.255875282,-0.096351303,-0.26029932,-0.211767425,0.660223452,-0.04392952,-0.454766119,0.072371412,-0.529592754,1.804678257,0
ZTLIFAS-04,-0.030337322,0.160775487,-0.213642559,-0.611443941,0.660982682,0.273434816,0.474163105,-1.509295357,0.78844323,1.536898663,0.2705613,0.973481431,0.166997955,1.069464451,0.809007841,-0.500343482,-1.145665423,0.171556786,-0.616498579,0.194974893,0.144867578,0.910180888,-1.310952638,-1.529068621,0.429029497,-0.911911681,-0.23809273,-1.052248197,-0.848018663,0.839672195,0.628088415,-0.49369731,1.987387573,0.930853489,0.665060592,-1.205234278,-1.681674276,0.240843251,-0.374298864,-1.057371144,-0.344316435,-0.028267035,-0.288354353,-0.696167334,-0.235685064,1.023455227,-0.691942557,-0.494496276,-0.074595528,-0.436853585,1.867063067,-0.703789778,0.301284473,0.372518437,-0.357367183,-0.323586207,0.286579951,-0.804598139,1.265815071,-0.554069319,-0.452437977,-0.642217568,-0.642418164,-0.185862295,-0.450437983,-0.423432738,-0.440443763,-0.433299003,-0.433299003,0.175091394,-0.486507765,-0.017213539,-0.291365619,-0.014740616,-0.296256717,-0.020626556,-0.333956345,-0.014191615,-0.244552623,-0.230223832,-0.614051173,0.863426672,-0.578577367,-0.239469258,-0.413024432,0.248514127,0.100396138,-0.476666556,0.015807523,-0.650051856,0.941186361,0
ZTLIFAS-05,-0.175120732,-0.029219389,0.493700167,-0.611443941,-0.779554111,0.265560442,-0.114748153,1.235733314,-1.015549926,-1.16248868,-0.911511169,0.077716302,-0.89310084,-0.651555206,-0.449842086,-0.225623138,-0.314870087,-0.22520503,0.207594733,-0.66901407,-0.966994124,0.679184561,-3.37536403,0.484615159,1.086549561,-0.112917096,1.255302029,1.209258066,-0.175634275,0.603568796,0.659286862,-0.229615606,1.667403107,1.244251431,-0.066901008,-0.489595324,0.521592697,-0.942317243,1.200514309,0.508180968,-0.373622468,-0.467589388,-0.384717858,-0.698892344,0.696840287,0.558553941,-1.033474994,-0.862293043,-0.126173019,-0.706390046,0.130450671,-0.748114272,-0.304679656,-1.027294147,-0.14203337,1.764974999,1.727216559,-0.308653309,-0.127288428,0.705963903,-0.432641378,-0.458826273,-0.458842257,0.853805369,-0.228909734,-0.298687815,-0.261651332,-0.248258964,-0.248258964,-0.260677818,-0.321120221,-0.428596755,-0.388380409,0.549872222,0.496296507,0.55119637,-0.135323362,0.549492072,-0.1864244,0.320694132,-0.622431515,2.437537092,-0.375307188,0.067774141,-0.524833881,0.248514127,0.381646138,-0.441625857,0.252215571,-0.385041831,1.723530825,0
ZTMFN3O-01,-0.241727023,0.908288527,0.720164921,0.595673708,-0.779554111,2.242620478,1.927593177,1.600715896,0.428962436,-0.295567446,0.040493714,0.572652974,1.257656373,1.224775471,2.677032419,0.550706051,1.313550607,0.72673032,0.220031281,-0.226649532,1.955971862,2.211455647,0.585292876,0.883314406,-0.561900325,1.522244036,1.513993596,-0.454641453,2.270637361,1.909004191,1.922736407,1.499216372,2.693708448,-0.378748715,-2.184672117,1.410374094,-0.769473384,-3.202333367,0.618836395,1.66103514,0.377161211,1.232380758,-0.738276485,0.011867636,0.274414067,-0.309855187,-0.443856191,0.96478127,0.07478451,-0.485856092,-0.051710311,0.570035392,-0.236110055,-0.377229153,-0.759892306,0.264018256,0.085589906,-0.456836355,-0.577740559,-0.416022566,-0.458265942,-0.929380115,-0.930095549,-0.742557686,-0.392401831,1.944656207,1.897011602,1.921457557,1.921457557,-0.422282942,1.344204827,-0.354722722,0.054043969,-0.866651247,0.375407982,-0.870083598,-0.084013412,-0.866631288,-0.161916298,-0.944043693,-0.282905337,-0.490530916,0.295351647,0.526101597,-0.851541176,-1.110158218,1.018210457,2.062933011,0.605189276,-0.500849348,-0.712683898,0
ZTMFN3O-02,-1.212308221,0.806102748,-0.744551188,-0.611443941,0.777941427,-1.497661084,-0.938542689,-0.131226361,-2.768591797,-0.112300582,-0.340096264,-1.033738157,0.253068526,-1.408388033,1.942127038,0.154845039,1.011495157,-0.383265207,0.684384424,-0.494765291,2.030019303,1.1352031,0.388350053,0.419720956,-0.301537486,0.947438081,0.823624318,0.32310915,2.022957933,1.69708723,2.099802756,0.012177476,-2.616042749,0.456446111,-0.67479399,1.831461043,-0.679730155,1.666858799,0.324414255,1.421400381,0.200905607,0.346208858,-0.761454193,0.115940841,-0.123303933,-0.864946842,0.05885316,-0.558874075,5.805714014,-0.635934569,-1.636964375,0.0560112,-0.230297403,-0.815386569,-0.596927419,-0.783749592,0.942655104,-0.598641191,-1.449802206,0.131887594,-0.512016655,0.285445065,0.284403327,-0.799445499,0.737114657,4.256332618,4.22966006,4.257808835,4.257808835,-0.999587886,3.208754334,0.002842138,0.556040063,-0.563355018,2.343501717,-0.564722388,-0.417286832,-0.563420728,-0.189618258,-0.915058006,-0.37447196,-0.413346131,-0.475933486,0.134498717,-0.743589522,1.123396443,0.902243304,1.589308595,0.404854566,-0.428407108,-0.848946236,0
ZTMFN3O-05,-0.786917428,0.297396307,-0.023093523,-0.611443941,0.674771165,0.02757069,1.989743093,0.941256218,0.292037559,-0.181866227,0.803295247,0.13855404,-0.89310084,-0.619669554,1.468565619,-0.490564968,1.230685453,-0.549842111,0.887175586,-0.012203237,-1.060890118,0.857261115,-0.034874676,0.894030442,-0.72316523,0.520258368,0.427418612,0.099239028,0.10710435,0.188882861,1.501617433,0.394161014,-0.583059678,0.449216107,-0.105569242,-1.658452677,0.222974873,0.899459798,0.430439988,-0.129471497,-0.65673048,1.628177131,-0.176589625,-0.699119914,-0.012054681,-0.576007703,0.460726286,0.776340634,6.453433403,-0.6492443,-0.294357129,0.662920875,0.055829689,-1.263046361,0.284154229,-0.58583882,-0.357227181,-0.806818935,-0.914646114,-0.907053669,-0.480993113,-0.920198973,-0.919785318,2.697713846,2.780085195,1.75118028,1.716686424,1.735319958,1.735319958,0.834849338,1.189138158,-0.428596755,-0.21931967,-0.958797956,1.797661472,-0.957589917,0.776314939,-0.95875197,-0.306878821,-0.583329747,-0.268473484,-0.465149447,-0.756283398,0.137633068,-1.013008273,-1.691374546,1.468200889,1.368599836,0.598637163,-0.249659507,0.556880666,0
ZTMFN3O-06,-0.191120908,0.060683912,0.167339461,-0.611443941,-0.779554111,0.905139114,-0.938542689,0.338406949,0.790416761,0.245593917,-2.139501436,-0.17112775,-0.89310084,-0.199957097,0.808212121,-0.57074763,0.749305468,0.277646321,0.101030433,0.257732677,-1.525318455,1.074620631,0.087532061,1.054477957,-1.073455745,0.660252577,0.584538543,0.608725401,0.262039483,0.028606457,1.827294729,0.49691275,-0.029542369,-1.438924745,-0.179019613,-3.121980964,-0.192497813,-0.540145384,-0.818163648,-0.020872671,-0.902942125,1.458330547,-0.260266075,-0.697487319,-0.399164572,-0.876320041,-0.518480186,-0.495101322,6.00124657,-0.505866456,0.105356615,3.617524347,-0.132010908,-0.561838895,1.159042923,-0.246909093,-0.704044092,-0.758358086,-0.703105323,0.286977886,-0.472927151,-0.720018208,-0.720271313,1.00950076,2.104630754,1.603225046,1.56666161,1.587310396,1.587310396,-0.04594254,1.073133922,-0.202077031,0.898270182,-0.888739023,1.400868828,-0.892378724,1.18235071,-0.888712826,-0.353704354,-0.399566539,-0.268473484,-0.47918957,0.373124578,0.097518019,-0.777824452,-0.581840019,2.785767809,1.478474331,0.550067038,0.444209821,0.109458397,0
ZTMFN3O-07,-0.070353001,0.20266822,0.958152202,-0.611443941,-0.779554111,0.564627219,-0.938542689,1.917673466,0.615961775,-0.395908077,-1.266876521,0.147392932,-0.056459095,0.229235031,1.688667435,0.382354353,1.576671396,-0.537618554,1.195638917,-0.679104701,-1.194298518,0.565400492,-0.178241395,0.88984267,-0.057175206,0.638301002,-0.163118128,3.798525433,0.116624829,0.146603568,1.606080115,0.103958015,-0.48463489,1.740653647,-0.336650361,-0.309654317,-0.943122612,-1.13420322,0.47534934,-0.028746757,-0.35848637,0.591662917,-0.624638522,-0.70123975,-0.399020199,-0.845535484,-1.607350804,-0.246119406,3.554478572,-0.649686918,0.799546723,0.69837363,1.314422407,-1.093694066,-0.915750379,-0.666166663,1.001643135,-0.653728944,-1.100137205,-0.400069529,-0.458607899,-0.944005278,-0.943350027,0.564596941,-0.10650893,0.767934997,0.73786877,0.753227768,0.753227768,-0.563367146,0.564356392,-0.428596755,0.080475993,-0.960957399,0.525677639,-0.963455897,0.159472447,-0.960910803,-0.260053287,-1.14865289,-0.146196357,4.996458451,2.545147547,0.934919653,-0.586737597,-0.951684862,5.776901629,1.496786747,0.58971612,1.16583392,1.682619723,0
ZUL3S6O-07,-0.231063786,0.618578843,0.65161125,0.411583645,-0.779554111,0.305373987,0.130030997,0.042194616,-0.017187251,0.019858727,0.701202858,-0.172337965,-0.89310084,-0.426672802,0.10812085,0.061192135,-1.145665423,0.339331538,0.768923368,0.210977038,1.047060851,-0.943188916,0.984036176,-0.759673397,0.538890256,0.619034952,-0.126292136,-0.168259069,1.438054639,-3.129983289,-0.267022615,0.649999943,0.347351647,-0.239631014,1.595066999,0.562680542,0.269716818,1.295768146,0.581755036,0.180035027,-0.507962085,3.590361586,-0.151767513,1.088164467,-0.261904139,1.902844022,-0.590801244,0.143114923,-0.384068035,-0.251502687,1.037433509,0.417203221,0.19347197,-0.588664731,0.720702,0.298881378,-0.977159362,0.068813664,1.014332537,-1.676373594,-0.478061627,-0.526202504,-0.526453097,-0.484436825,-0.456431638,-0.438929604,-0.458188954,-0.448160266,-0.448160266,-0.640320848,-0.425031583,-0.144101112,-0.425607637,-0.997072516,-0.426314965,-0.999904742,-0.417286832,-0.997015719,0.077090555,-1.190184513,-0.07283008,-0.128186492,-0.08061617,-1.517112675,0.564683195,1.082461775,-0.543015469,-0.261205177,-0.270668948,0.000133451,-1.454467149,0
ZUPAQVU-01,-0.203012082,-0.118301513,0.883287301,-0.611443941,0.433458238,-0.513713872,-0.938542689,1.492557805,-0.498581559,1.936372289,0.564767568,-2.311908837,0.519587032,-0.315505093,1.773676505,1.193537976,-0.680965474,0.039984895,1.016887052,0.39524056,0.678739192,0.4123477,-0.524376351,-0.027343903,0.355754379,0.015698802,-0.937460704,0.068851412,-0.571241651,-0.594452006,-0.861524421,0.554429291,-0.185497716,-0.761570705,0.116663451,-0.405060571,-0.761411691,1.057997275,-0.88627626,-1.304817475,0.587193776,0.28535288,-0.263397476,1.402903376,1.119508331,0.054953004,1.030908808,-0.912264429,-0.077609557,-0.4075214,-0.692187659,0.591051653,0.057600119,0.755543844,0.87292018,-0.158167729,0.236707921,-0.365500791,-0.021761062,1.280346546,-0.135824845,0.190999911,0.190655828,0.622413545,-0.165456916,0.056451364,0.041471452,0.035988494,0.035988494,-0.359273641,-0.105465257,1.974152886,-0.435737694,0.08760179,-0.986057639,0.078313576,-0.298461162,0.087352212,-0.05402094,-0.792884283,0.183951887,-0.043945753,0.153395396,0.458553454,1.329030615,-0.211995174,1.093850399,-0.340558979,-0.236967229,0.88828619,-0.175824609,0
ZUPAQVU-04,-0.339468526,0.373722728,0.343469895,-0.611443941,-0.779554111,0.110985776,1.579221093,0.305594466,0.298968712,-0.277294147,0.725763647,0.386023017,-0.89310084,1.553559494,1.253033237,-1.52194321,-1.145665423,0.467275852,0.63758689,-1.19252046,-0.328283536,1.523389422,0.361556753,-0.288457421,-0.1960898,-0.230666707,-0.008558049,0.696506178,0.638505696,0.033463549,0.466674217,2.18603424,0.613223095,-1.761276621,1.229620147,-0.755638354,-0.043113929,-0.295910159,0.198654079,0.28998831,-0.368675379,0.024976175,0.285591278,1.418513344,-0.277809625,-0.148627719,-0.539393156,-0.701123999,-0.075558455,-0.394238774,-0.671933345,-0.915350653,-0.243894581,-0.617296585,2.056744763,-0.603522445,1.245680557,-0.10303406,0.132213316,-0.606783648,2.791035429,0.502636023,0.508436586,0.796942673,-0.086502112,-0.178652032,-0.205404454,-0.199362899,-0.199362899,-0.791564311,-0.230319936,-0.235917681,-0.435737694,-0.26051317,-0.522591497,-0.265201861,-0.417286832,-0.26066442,-0.278783501,-1.288039844,-0.097285506,-0.001825384,-1.037536751,0.157690591,-0.199664225,0.157849668,0.858963817,-0.371079672,-0.334107478,0.000133451,-0.668399585,0
ZUPAQVU-07,-0.542182012,-0.031199954,0.293097177,-0.611443941,-0.779554111,0.326989425,-0.938542689,0.005534485,0.976511403,-1.16248868,0.16670223,0.249902848,-0.89310084,0.134122456,-0.038395864,-1.52194321,-1.145665423,0.900231211,-1.247238475,-1.467139273,1.490587657,-0.166166768,-0.101206168,0.30541884,-0.013729078,-1.064697619,0.082406488,-0.494126264,-0.856878656,0.04696083,0.061957531,-0.492283638,2.381402339,0.781399251,0.309333672,0.065770865,0.74455585,-0.708340513,-0.516637524,0.143180764,-0.674960239,-0.151059934,2.178706509,0.943212468,-1.032319714,-0.541836911,-0.930831941,0.198223064,-0.205722471,-0.368321476,-0.894355216,-0.849197055,-0.278049976,0.667794335,4.171540423,-0.531642313,-0.207191686,0.111586702,-0.480286409,-0.901340357,4.798526934,1.264703759,1.264148266,0.456078459,1.546666717,-0.058762115,-0.078575521,-0.078121678,-0.078121678,-0.816986824,-0.212236844,1.319470363,-0.435737694,-0.477669795,-0.41109023,-0.483501441,-0.417286832,-0.477759707,-0.11021158,-1.123430488,0.220635025,1.500467791,-0.001513672,0.257978212,0.113914204,0.157849668,1.255334924,-0.343611049,-0.20326551,0.832776643,-0.00752816,0
ZUPAQVU-08,-0.255482957,0.129191972,0.827763879,-0.611443941,-0.779554111,-1.723447998,0.919329432,0.166930739,0.814369133,0.710626527,0.082360178,0.445772605,1.15120653,0.29846792,0.223386513,-1.52194321,-1.145665423,-0.128986958,-0.4041811,-1.319427315,0.017516185,-0.951563594,-0.569456149,-1.376378733,0.260328171,-0.885461574,-0.248501174,0.309178893,0.916102659,-1.255349066,-0.685818907,-1.755076697,1.229484312,-0.062383206,0.378257208,-0.525902356,0.097911901,2.048140794,0.547869334,1.926162349,0.492893186,-0.000607274,-0.072933981,0.288242371,0.614332653,2.007096352,0.443619782,-0.494611214,-0.034884004,-0.184437979,-0.443381151,-0.092146251,0.263411492,-0.047732497,4.835122524,0.252640887,0.713179479,0.389955098,0.321421604,0.028466074,2.118656659,0.394441968,0.393370954,-0.799445499,0.292051082,0.031141666,0.002160892,0.003473516,0.003473516,-0.68307185,-0.12025558,0.787170286,-0.435737694,-0.10443714,-0.15473965,-0.113852431,-0.310523978,-0.104632476,-0.119576686,-1.024816589,0.220635025,-0.043945753,1.101526812,0.077460494,-0.219262876,-0.211995174,0.664448366,-0.349715187,-0.065484951,0.16666209,0.275702451,0
ZUPAQVU-09,-0.917017663,0.350608698,-0.068404368,-0.611443941,0.898677489,-0.113103096,-0.938542689,1.411612304,1.723659034,-0.464775714,1.62451578,0.000921151,-0.89310084,0.103641656,0.431162544,-0.331775105,-1.145665423,0.223124461,-0.07053159,-0.817181846,-0.538936395,0.292203148,0.393956746,0.473664869,0.121187791,0.153621056,-0.110499113,-1.88243793,0.088400638,0.010201304,-0.214285922,0.466997892,0.564943163,-0.676088235,0.387953699,0.056254026,0.071997173,0.17419573,-0.003196042,0.019224476,0.101580414,0.111558602,-0.233068055,-0.697497926,-0.287572074,-0.110692912,-1.273871933,-0.293514651,-0.161469725,-0.451048869,-0.858525807,-0.863881748,-0.124039478,0.040369419,1.826068637,-0.121667901,-0.077296568,-0.703312728,-0.276559602,0.039224438,2.25156834,1.170334422,1.171596829,-0.796365799,-0.053758381,1.820856429,1.792148024,1.79577423,1.79577423,-0.701621988,1.60646273,-0.22671977,-0.435737694,0.399637267,-0.803210305,0.392285741,-0.417286832,0.399299551,-0.007195406,-1.258266032,0.245090451,-0.619590801,-0.149830861,0.147661829,0.192308812,0.52769451,0.8369432,-0.288673801,-0.366817971,0.694002778,-0.371828401,0
