,SampleID,Deseq_SLFN5,Deseq_CALCOCO1,Deseq_TRIM37,Deseq_TIAM1,Deseq_RPS5,Deseq_DYSF,Deseq_CDCP1,Deseq_TBC1D9,Deseq_MEFV,Deseq_KLF2,Deseq_HBA2,Deseq_BRI3,Deseq_SCARNA12,Deseq_FKBP8,Deseq_MKRN1,Deseq_UST,Deseq_MRPL43,Deseq_RPS20,Deseq_SCARNA2,Deseq_JADE2,metabolome_nRPLC_209.0819_5.9,metabolome_nHILIC_740.525_4.5,metabolome_nRPLC_495.2962_9.1,metabolome_nHILIC_447.2749_7.2,metabolome_pRPLC_146.06_3.6,metabolome_pHILIC_132.0766_9,metabolome_nRPLC_539.2489_8.8,metabolome_pRPLC_288.2172_5.1,metabolome_nHILIC_74.0246_9.6,metabolome_pRPLC_269.1382_7.1,metabolome_pRPLC_526.2924_9.8,metabolome_nRPLC_172.098_2.8,metabolome_nRPLC_445.3324_11.4,metabolome_nHILIC_174.056_3.8,metabolome_nRPLC_399.3268_11.1,metabolome_nHILIC_188.0023_1.6,metabolome_pHILIC_154.1225_1.6,metabolome_pHILIC_229.1181_10.5,metabolome_nHILIC_191.0561_8.5,metabolome_nRPLC_227.1289_6.9,proteome_F11,proteome_PSTK,proteome_BTD,proteome_PROZ,proteome_SERPINF2,proteome_IGHA1,proteome_CLEC3B,proteome_KV320_2,proteome_CAMP,proteome_LV743,proteome_KV320.2,proteome_CAPZB,proteome_HV313,proteome_LGALS3BP,proteome_VCL,proteome_PGLYRP2,proteome_HP,proteome_COMP,proteome_ORM2,proteome_C1R,gut_genus_Ruminococcus,gut_genus_Erysipelotrichaceae_incertae_sedis,gut_genus_Clostridium.IV,gut_genus_Dorea,gut_genus_unclassified_Porphyromonadaceae,gut_family_Porphyromonadaceae,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,nares_phylum_Proteobacteria,nares_genus_unclassified_Neisseriaceae,nares_family_Neisseriaceae,nares_order_Neisseriales,nares_order_Bacillales,nares_genus_Staphylococcus,nares_family_Staphylococcaceae,nares_class_Betaproteobacteria,nares_family_Comamonadaceae,nares_family_Propionibacteriaceae,nares_genus_Propionibacterium,IL2,LEPTIN,IL5,IP10,CHEX1,IL12P40,PDGFBB,CHEX4,MIP1B,IFNB,CD40L,GCSF,RESISTIN,label
46,ZLTUJTN-2031,-0.939100232,0.234996567,-0.783860866,-0.692055513,-0.732512712,-0.585066955,1.777648857,-0.208953171,-1.01238624,-0.401089264,-0.717604576,-0.989118647,1.496018844,-0.073056211,0.498799266,0.359424094,0.849341434,-0.110026233,-1.087149846,0.141726889,-0.151257905,0.714450854,-0.505645732,-0.204814771,-0.410751465,0.0369913,-0.513205344,0.568028003,0.592451438,1.248130129,0.028763942,-0.438194357,-0.414798579,-0.372065353,-0.551948666,-0.574184917,-0.693541488,-0.696725521,-0.865949323,-0.493073965,0.268478562,0.132070932,-0.582227301,0.846589315,1.339502598,-0.863760685,-0.387643586,-0.408404345,0.041922429,-0.094167821,-2.403437346,-0.654683729,-0.632401807,-0.683882391,0.97476361,-0.49695143,0.877083759,0.752468161,0.917734176,0.431199709,-0.799445499,-0.456431638,-0.509924784,-0.294696109,0.407592242,-0.472822984,-0.417286832,-0.100632761,-0.438622394,-0.008097614,-0.008097614,-0.128052657,-0.131585606,-0.131773273,0.05502531,-0.340053638,-1.03497966,-1.034292405,-0.194728432,-1.089119047,-0.731375972,0.007331532,0.232340891,-0.166564045,-0.468929157,0.248514127,-0.543518336,-0.367164372,-0.367811672,-0.939153702,-0.912720337,0
62,ZMBVNFM-04,-0.344862468,-0.584781246,0.09469697,-0.692055513,-0.732512712,-0.585066955,-0.820011371,-0.50572571,-1.01238624,-0.040903013,-0.717604576,0.591320314,-0.899657502,-0.321811673,-0.819260221,-1.675329341,-0.947872583,-0.311426284,0.286709362,-1.173254843,-0.151738327,-0.721457126,-0.334524514,-0.138185747,-0.449345796,-0.748357884,2.272474402,-0.804951258,-0.286957706,1.049920621,0.50466666,-0.659865651,0.759408641,-0.508778343,-0.148346348,0.753137407,-0.696927109,-2.1530017,0.695349855,-0.675258819,1.359975807,1.674227512,1.114835166,0.133349074,0.382513375,-0.171556141,-2.73486637,0.011213576,-0.696386786,0.457408216,0.992743826,-1.343801762,0.023745787,-1.048044509,0.950864731,0.260147175,-0.302200352,-0.434474493,0.596217955,0.310187134,0.020570652,-0.422467598,-0.331959694,1.630793892,-0.420280625,0.676738383,0.436760536,-0.531467298,-0.438749863,-0.464872123,-0.464872123,-0.71411091,-0.707946453,-0.707801408,-0.476205772,-0.298821619,-0.811210861,-0.810594207,-0.302680846,-0.845834225,-0.639192201,-0.241212218,0.380468631,-0.239469258,-0.59191955,-0.163195197,-0.802564388,-0.314603324,-0.324300988,-0.963245522,-0.547556897,0
74,ZN3TBJM-11,2.163975223,2.554829219,2.273310123,2.222616676,2.707444229,1.933413595,-0.820011371,0.683193919,1.943769632,2.060742092,1.656680151,1.07125921,1.905413407,1.802477224,1.224062791,0.911087094,1.577545544,2.420888814,2.364002499,2.229712215,-0.142175683,0.727368146,-0.245607937,-0.226632214,-0.539883549,2.748355936,1.596309304,0.024402496,-0.399923299,-0.184847046,-0.752286947,-0.494530537,-1.444997102,-0.556741355,-0.898122701,-0.260779446,-0.70160692,-1.409210188,-0.859799577,-0.203643938,0.807016213,0.211267114,-0.832495686,-0.731346584,-0.523123683,1.961045333,0.306623169,0.665775985,0.100515945,-0.322883402,1.108162552,-0.37325308,0.306414587,1.128903126,0.979116978,-0.919533184,0.308677578,0.204392299,0.552938624,-0.77144475,-0.254840901,-0.456431638,-0.508400097,-0.696981018,-0.401221419,0.025753317,-0.417286832,2.212522951,2.884131843,2.925659609,2.925659609,-0.165144844,-0.164391783,-0.164570184,2.908817602,0.150995918,0.508656646,0.493098415,-0.310984878,-0.766001016,-0.689474258,0.324915213,-0.475861053,-0.083243802,-0.20058648,-0.574904522,-0.558320967,-0.279562625,-0.137205048,-0.818694599,0.179648929,0
92,ZR47VBL-04,-0.060978162,-0.584781246,-0.783860866,-0.692055513,-0.732512712,-0.585066955,0.555642753,-1.203256739,-0.102023715,0.886443603,-0.717604576,0.425919715,0.198789096,-0.906483873,0.013467082,0.430704741,-0.947872583,0.30237072,0.025082076,0.181878655,-0.158660683,0.739338729,-0.22857405,-0.180270269,0.18408692,0.359736268,0.403330009,-0.31763912,0.056302172,0.489151531,0.670823356,-1.204542494,-0.602204894,-0.133878905,-0.326375366,-0.618346725,-0.699692936,-0.986370281,-0.608957708,-0.606731872,0.994795414,0.462924552,0.14701823,-0.923016781,0.575502707,0.268270612,0.297129564,0.093932608,1.225549737,1.210560373,-0.809166127,1.238912427,0.947477529,1.447406381,-1.054549263,0.189939219,-0.103031317,-1.261101119,-0.262371159,-0.363690658,-0.329646173,-0.442246656,-0.047632057,0.323467765,-0.435737694,-0.692208057,-0.351565283,-0.005895934,-0.018956774,0.115376286,0.115376286,-0.379505001,-0.381845431,-0.38196241,0.188655036,-0.398729973,-0.479324245,-0.484197831,-0.394025197,1.061560076,-0.773277686,-0.931611525,-0.550465533,0.104226748,0.23547037,0.45436879,-0.750755178,-0.481046643,-0.400444684,-0.746419138,-0.719214924,0
162,ZLPZS0H-14,0.140798884,0.60420197,0.411009014,0.73943794,-0.77526484,1.189028452,-0.592451615,0.861611941,-0.630817184,0.427927182,-0.604023105,0.262670361,0.956477025,0.897375747,0.078175421,0.678862339,0.760681665,1.063525963,0.539173219,0.083011985,-0.559578779,0.586542895,-1.125297693,3.530754029,0.64972657,-0.334153059,-0.313583433,-0.41950797,0.00860219,-0.959345549,-0.434709323,-0.892674279,1.638917826,0.836030153,1.524859903,-0.834631026,-0.496660046,-0.775311165,-0.20263263,-0.667886298,-0.674863349,-0.42156031,0.801811967,1.122042367,0.133145871,-0.609684227,0.29358264,0.764625463,0.414240296,0.932655482,1.794753626,-0.620251508,0.930550288,-0.142787121,-1.232326826,0.033842493,-1.054853671,0.416151811,-0.922911515,-0.144845849,0.183408088,1.962764085,-0.534389437,-0.420749279,-0.39900768,-0.561380748,-0.401400779,-0.612480847,-0.592756135,-0.487986013,-0.487986013,-0.566086542,-0.561776823,-0.561829807,-0.482548755,-0.144015394,0.48443951,0.482789922,-0.178120368,-0.571751677,-0.580529801,-0.296444163,0.029070727,-0.692523085,-0.42979585,3.1304794,-0.402893336,-0.483236687,-0.137205048,-0.577776395,0.867321391,1
127,ZWFDEY0-09,-0.201389462,-0.584781246,1.426586891,0.120659388,-0.732512712,-0.585066955,1.522191498,-1.203256739,-1.01238624,-1.126322568,-0.717604576,0.199655756,0.023148009,-0.906483873,0.057602185,1.165700737,2.300704094,-0.197135992,0.131303679,-1.173254843,-0.159606689,1.065712208,0.077326027,-0.181911685,-0.968585798,1.226356805,-0.143685189,0.236031413,-0.477195918,-0.256432451,0.555606419,-1.110964039,1.281563233,-0.738357065,2.519675868,-0.118111034,-0.699749777,-1.435941611,-0.090425448,-0.49474274,0.28738733,-0.425896033,-0.398249465,-0.33584811,0.242894871,0.495775141,-0.168932303,0.241199197,0.375064999,0.37470996,0.95896753,-0.525744201,-0.40521285,0.042275156,0.997124206,-0.785069586,0.455821859,1.254575239,0.387674208,-0.261071887,0.072001806,-0.400977152,-0.321576208,-0.780150667,-0.435737694,-0.08575811,-0.417286832,-0.508935911,-0.413759041,-0.439543935,-0.439543935,-0.007489501,0.000920286,0.000695192,-0.452506438,-0.38207858,-0.56088796,-0.56007333,-0.236248591,-0.807982272,-0.572149458,0.255875282,-0.096351303,-0.26029932,-0.211767425,0.660223452,-0.04392952,-0.454766119,0.072371412,-0.529592754,1.804678257,0
118,ZWCZHHY-06,-0.939100232,-0.584781246,-0.783860866,-0.692055513,-0.111133167,-0.585066955,-0.24070723,0.222615863,-0.341128345,-0.22261936,-0.717604576,-0.393229339,-0.899657502,-0.050552487,-0.388845868,-0.987673632,-0.069182849,-0.091806527,-0.559472135,-0.806075856,-0.158409657,-0.693579594,-0.09478343,-0.205968292,0.087880335,0.85056071,1.450900659,-0.140922623,-0.163491216,0.822397539,2.621460898,0.158672909,0.36273914,0.259144722,0.038730838,-0.419122982,-0.699418994,-0.692701982,-0.342408722,-0.342738239,0.308274233,0.388732541,-1.083356078,1.05960299,-0.780837842,0.930201416,0.128375389,0.120222512,0.936851562,1.627769318,-0.646129759,0.094268534,0.250617238,-1.210046699,-0.056258772,0.693098355,-0.734293901,-0.219913604,-1.292937523,-0.150964211,-0.461317336,1.827032271,-0.489675292,-0.180762571,-0.361092861,0.47551824,-0.214117121,-0.385726095,-0.241346038,-0.26811339,-0.26811339,-0.309890987,-0.301843023,-0.3019826,-0.282054379,-0.393311662,-0.010100877,-0.009138265,-0.244552623,-0.230223832,-0.614051173,0.863426672,-0.578577367,-0.239469258,-0.413024432,0.248514127,0.100396138,-0.476666556,0.015807523,-0.650051856,0.941186361,0
124,ZWFDEY0-06,0.007561892,-0.584781246,-0.783860866,-0.692055513,-0.185218592,-0.585066955,0.073393095,0.721883305,0.260744882,-0.31581509,-0.717604576,-0.070136492,1.151897193,-0.906483873,0.287446664,-1.022632146,-0.173946681,0.372539014,-0.622385741,-0.233270654,-0.15544672,0.1281178,-0.076479942,-0.174465251,-0.941834862,-0.034319734,0.069098231,-0.660456335,-0.560992978,-0.979187297,1.907818323,0.458877227,2.838317615,-0.569561952,3.627344143,-0.45484989,1.451903884,-0.720246557,0.025696349,-0.436700322,1.189463616,1.574193618,1.38631681,-0.154219845,0.24124087,-0.45389135,-2.372428286,-0.685270329,0.126148753,-0.48474672,0.969129718,0.064284384,-0.250591098,2.191857418,1.30053978,-1.511171202,0.353575009,-0.343135446,-0.416049734,1.293850111,-0.377894853,-0.456431638,-0.507692642,-1.005185136,-0.435737694,-0.429510424,-0.417286832,-0.436419457,-0.370063244,-0.396805818,-0.396805818,-0.380553226,-0.373984549,-0.374103748,-0.409937552,-0.428596755,-0.350815111,-0.350191541,-0.1864244,0.320694132,-0.622431515,2.437537092,-0.375307188,0.067774141,-0.524833881,0.248514127,0.381646138,-0.441625857,0.252215571,-0.385041831,1.723530825,0
163,ZLPZS0H-15,1.194885732,0.388898213,0.249082409,-0.697484101,0.985066364,2.599275594,0.45245979,0.579743673,-0.630817184,0.190102277,-0.604023105,-0.519227936,1.542457968,0.130357352,-0.511127976,0.296941114,0.801086858,0.803212962,0.327293545,0.907405451,-0.552969914,-0.087215273,-0.812085991,1.061073489,0.223140457,0.173230375,-1.113123728,-0.136905903,-0.560969004,-0.892988805,-0.79325144,-0.925999718,1.121511084,-0.005800113,1.321332564,-0.17528241,-0.49946295,-1.016313198,-0.317187593,-0.534676852,-0.494069047,-0.674577888,0.832010417,1.134673277,-0.253901213,-0.375546377,0.585019586,0.623590341,-0.209997927,1.177779078,1.909648607,-0.242319551,1.103611405,0.641448293,1.124627397,0.066586547,-0.717850206,-0.747928485,-0.935900048,-0.160121631,0.106375998,-0.032453728,0.381610776,-0.495334864,-0.374303453,-0.536100729,-0.401400779,-0.63965447,-0.448647577,-0.370167547,-0.370167547,-0.851674748,-0.846710314,-0.846744767,-0.474687716,-0.459963338,0.870943477,0.871156495,-0.161916298,-0.944043693,-0.282905337,-0.490530916,0.295351647,0.526101597,-0.851541176,-1.110158218,1.018210457,2.062933011,0.605189276,-0.500849348,-0.712683898,1
10,ZKVR426-06,2.30885138,4.062401721,3.390460257,3.066950391,1.314049356,3.302114511,3.966904567,2.110945685,1.198454071,2.437999914,0.037943371,-0.989118647,0.99035404,2.828693979,3.479269208,1.193372489,3.198869879,1.649317338,2.424981109,2.699051225,-0.116795868,-0.214611341,-0.391272317,-0.220505426,-0.455331446,-0.391773129,-0.3657209,-0.025212489,-0.333844053,-0.779966278,1.497472849,1.164041314,-1.029607818,-0.286319785,-0.669795259,0.476204728,-0.700192541,2.845109253,-0.855958158,-0.586027065,-0.198922964,-0.107043261,-0.433034685,0.170855873,0.124025612,0.213104056,-0.794595768,0.558832024,-0.101222913,-0.11488171,0.593685065,-0.461978653,-1.290555755,0.37034121,-1.563413054,-1.043841233,0.342740946,0.25532816,0.244850874,-0.465246928,0.035991159,-0.387543775,3.26894687,-0.118235782,-0.194849326,0.606998009,0.87353153,-0.434765104,-0.438929604,-0.453768027,-0.453768027,-0.837764544,-0.830834948,-0.830825106,-0.421531708,5.098121899,-0.900702713,-0.899979382,-0.189618258,-0.915058006,-0.37447196,-0.413346131,-0.475933486,0.134498717,-0.743589522,1.123396443,0.902243304,1.589308595,0.404854566,-0.428407108,-0.848946236,0
34,ZLGD9M0-09,0.117975654,-0.584781246,-0.783860866,-0.692055513,0.281943232,-0.585066955,1.673562119,0.665148574,-1.01238624,-0.2212817,1.221391022,0.71429251,-0.899657502,-0.906483873,-1.94986524,-1.569820727,0.486664538,0.057269584,-1.087149846,-1.173254843,-0.040628653,-0.876334318,-0.162093413,-0.227026197,-0.91845767,-0.94738973,0.062746789,1.276242423,0.247810959,2.487834001,1.06157687,-1.353533601,-1.386792499,-0.831589756,-0.998414417,2.096841921,-0.695649403,0.127883007,1.394943464,-0.336496219,0.944386082,1.484675791,0.727360963,0.077369547,0.605767014,1.083021747,2.138550778,0.76115252,1.105821124,0.257083571,-1.208587425,-2.584635842,0.877074073,-0.320395485,-0.639255454,0.366607341,0.662459914,-0.50070472,-0.061087143,0.842546877,1.612946428,0.016720597,-0.334756092,-0.350428985,-0.427907277,0.187758039,2.86638498,-0.496508579,-0.438929604,-0.462832237,-0.462832237,0.571519244,0.581096985,0.580708014,-0.468244981,-0.428596755,-0.563626991,-0.562813096,-0.306878821,-0.583329747,-0.268473484,-0.465149447,-0.756283398,0.137633068,-1.013008273,-1.691374546,1.468200889,1.368599836,0.598637163,-0.249659507,0.556880666,0
32,ZL9BTWF-6021,0.493632992,-0.584781246,0.878205336,0.546428226,0.346347645,1.282190343,2.114716533,1.366155672,-0.289494574,-0.529320599,-0.545189861,-0.989118647,-0.899657502,0.503186357,0.404316959,-2.067257457,0.996461802,-0.229334705,-0.518882684,1.000227326,-0.143225225,-0.492210471,-0.233603372,-0.171025839,0.376884693,-0.716486925,-0.282802965,-0.237126897,0.426495265,-0.518232653,-0.741240169,-0.684448352,0.594751382,0.617174152,0.585603668,0.386999135,-0.699044465,0.484179858,0.17702652,0.126427275,0.328019231,0.408934979,0.197759341,1.165034124,-0.491619526,-2.933221989,0.433736338,-2.074865599,0.285371667,-0.198118771,1.21653914,-0.602880418,0.874187074,0.354553517,0.838094904,1.071744628,-2.17408574,-0.024186536,-0.976325162,0.714755633,-0.799445499,-0.429659983,-0.481362514,0.132581024,-0.430861876,1.21431286,-0.417286832,-0.361142653,-0.293429115,-0.290776454,-0.290776454,-0.095044307,-0.104780414,-0.104975652,-0.289400571,-0.428596755,-0.365916932,-0.365049918,-0.353704354,-0.399566539,-0.268473484,-0.47918957,0.373124578,0.097518019,-0.777824452,-0.581840019,2.785767809,1.478474331,0.550067038,0.444209821,0.109458397,0
170,ZY1ZKJY-04,0.014353389,-0.012795456,-0.545194256,0.042116632,0.380943594,0.320628577,0.093859788,0.391822299,-0.123915344,-0.073828911,-0.604023105,-0.519227936,0.810145095,0.511303483,-0.051709777,-0.881045888,-0.406075481,-0.408529201,-0.112313016,-0.963054612,0.767172497,-0.357082427,0.22568162,-0.739047872,-0.493654259,-1.330321582,0.944803656,-0.867701248,-0.34749886,-0.053304368,-0.187425484,0.958484547,-0.943902743,-1.040387451,-0.89374774,-0.410022418,-0.491740505,0.285870889,-0.483252286,-0.524164454,0.733082853,-0.996104808,-0.289180656,-0.767337129,-0.073573094,-0.249506947,1.010986085,-1.533935375,-0.842792824,-1.649339496,-0.352536696,0.397018589,-1.132335154,-0.692801056,-0.508843357,0.906207161,-0.701560332,0.139650112,-0.039819543,0.853965136,-0.057335123,-0.582458532,0.039615845,-0.222945083,-0.424975554,0.308477392,-0.290949698,0.792709037,-0.233867207,-0.201451487,-0.201451487,1.264137593,1.258662865,1.259813462,0.205503842,0.053383825,-0.535386645,-0.535258957,-0.260053287,-1.14865289,-0.146196357,4.996458451,2.545147547,0.934919653,-0.586737597,-0.951684862,5.776901629,1.496786747,0.58971612,1.16583392,1.682619723,1
38,ZLTUJTN-06,-0.939100232,-0.584781246,0.550551576,-0.692055513,-0.732512712,0.314576988,-0.820011371,-0.143799927,-0.076680156,0.069199788,0.283245989,-0.989118647,0.229368723,-0.906483873,0.053820452,0.990483392,-0.947872583,-0.78479483,-1.087149846,-1.173254843,-0.141558327,-0.546587819,-0.157792806,-0.190251526,1.050522354,-0.371037868,-0.306688045,0.140569139,-0.295566414,-0.099148911,-1.313996021,-0.022297938,-0.043952249,0.56806424,-0.485643272,0.190064735,-0.648249713,0.100691885,-0.853200035,0.363928972,0.742813662,-0.873791041,-0.569735087,1.141034757,0.139682617,-0.365910126,-0.333593785,-0.181917555,0.293864415,-6.255040998,-1.03460167,-0.426113587,-0.319612427,-1.171716887,-1.241594202,-0.655343915,-0.052227252,-1.751629689,-0.019412049,-0.184078772,-0.774718887,-0.289446439,-0.492193465,-0.883668072,0.280642262,-0.543739643,-0.352951814,-0.537506815,-0.438500426,-0.46138422,-0.46138422,0.459942613,0.467989386,0.467632364,-0.473604374,-0.428596755,-0.664275448,-0.663955476,0.077090555,-1.190184513,-0.07283008,-0.128186492,-0.08061617,-1.517112675,0.564683195,1.082461775,-0.543015469,-0.261205177,-0.270668948,0.000133451,-1.454467149,0
83,ZNDMXI3-09,-0.151889272,-0.584781246,0.380000469,-0.692055513,-0.732512712,-0.585066955,-0.820011371,0.934629389,-0.196272647,-0.060032277,-0.717604576,0.279422192,0.085068006,-0.906483873,0.586336376,-0.860816544,0.120436097,-0.78479483,0.564445742,-1.173254843,-0.159496661,-0.046316664,-0.234236861,-0.227757908,1.380436025,-0.339751342,-0.126424968,0.443242168,-1.062983408,-0.478627096,0.167858131,1.474601224,2.057727717,0.83422453,0.165722251,-0.813408834,-0.695652697,0.070142435,-0.865464153,-0.615312736,0.648500089,-0.537227391,-0.198819385,0.678854863,1.405394342,0.905975752,-1.057737661,0.331915759,0.188916481,0.198121312,-0.773052342,0.763588928,-0.406077349,1.010473349,0.640935688,0.145213479,1.502352774,-0.83660747,0.828930424,0.132825919,-0.78979326,0.977612821,-0.512016655,-0.927787652,-0.435737694,3.480820348,-0.341859569,-0.456669918,-0.438731522,-0.443533158,-0.443533158,2.111370001,2.128426032,2.127600005,-0.451796098,0.342562256,-0.505837109,-0.505007687,-0.05402094,-0.792884283,0.183951887,-0.043945753,0.153395396,0.458553454,1.329030615,-0.211995174,1.093850399,-0.340558979,-0.236967229,0.88828619,-0.175824609,0
136,ZX52KVK-6021,-0.215835756,-0.584781246,-0.783860866,0.58539177,-0.038409331,0.135854285,0.996529819,0.157856228,0.514642828,0.344311678,1.067551831,0.176376464,0.005077079,-0.906483873,0.030244012,1.308465919,0.625735265,0.13890324,-0.142154412,-1.173254843,-0.163267303,-1.084093692,-0.537348516,-0.2081683,-0.753124042,-0.776250742,-0.490134873,-0.983819829,2.037859667,3.365725189,-0.42965633,-0.50583475,-0.480849294,-0.498705764,-0.551932459,-0.660698086,-0.69580637,-0.165155147,0.317450252,-0.646818756,-0.195934889,-0.322644907,-0.365358664,0.796723623,-0.942289156,-0.327969891,-0.12081972,-1.103845169,0.492452656,-0.341143519,-1.302150028,1.233128572,1.390325096,-0.286720469,0.21537709,0.619529987,0.346695204,0.124394873,-0.95497367,0.003800805,1.478294968,-0.456431638,-0.481046416,-0.612946543,-0.418681357,-0.859224457,0.449294772,-0.097960319,-0.438064829,-0.321536447,-0.321536447,-0.305345684,-0.32489881,-0.325031874,-0.335708214,-0.428596755,1.685075459,1.686493519,-0.278783501,-1.288039844,-0.097285506,-0.001825384,-1.037536751,0.157690591,-0.199664225,0.157849668,0.858963817,-0.371079672,-0.334107478,0.000133451,-0.668399585,0
176,ZY1ZKJY-2011,0.598598426,1.96312751,-0.545194256,1.231259282,2.506286008,-0.600423422,-0.592451615,1.400477459,1.900073676,2.984243858,1.209926534,-0.519227936,-0.591401678,3.173301313,1.702856901,0.390607474,0.218105199,2.20639868,3.203113279,2.125705001,0.356972497,1.039872007,0.431977753,-0.766892795,0.085390604,-0.366307663,1.454855021,-0.991741862,0.059888337,0.28188339,0.99847759,0.889945504,-0.903930609,-1.273056493,-0.912127912,2.819216372,1.377800376,0.571415928,-0.41514572,-0.209653185,0.380893282,0.07146961,-0.441056699,-1.744962608,-0.112448668,1.196380104,0.188077721,-1.186045857,2.996815539,-0.394530463,1.115113009,0.457340208,-0.588524818,1.6579368,0.095269531,0.387837653,1.013335074,0.150383879,1.392244182,-0.017882754,-0.405180006,-0.670097471,1.178331853,-0.395453858,-0.40317863,-0.105024515,-0.401400779,1.097366853,0.671404355,0.529719114,0.529719114,1.017520108,1.02002891,1.019873049,0.469053538,-0.459963338,-0.292512668,-0.292370244,-0.11021158,-1.123430488,0.220635025,1.500467791,-0.001513672,0.257978212,0.113914204,0.157849668,1.255334924,-0.343611049,-0.20326551,0.832776643,-0.00752816,1
27,ZL9BTWF-09,0.343428576,-0.584781246,0.421434224,-0.692055513,0.049853892,-0.585066955,-0.820011371,-0.246312654,-1.01238624,-0.428338831,2.0822693,-0.989118647,1.693055644,-0.906483873,-1.94986524,-0.803278598,-0.947872583,-0.78479483,-1.087149846,-1.173254843,-0.101598155,1.127152934,-0.210965169,-0.168031727,-0.152510875,-0.733152606,-0.427447815,-0.161593622,0.121447135,-0.73382802,0.459410437,-0.166420045,0.618360426,-0.401785841,0.547161774,0.432228757,0.577858478,1.075549241,1.917078183,-0.156645174,0.185736207,-0.796002863,0.644013568,0.577975602,1.609370407,-1.999716676,0.88482586,0.49119861,-2.216680894,-1.186235411,1.238640973,-1.29314782,0.072034426,0.079063775,0.391144472,0.286996032,-1.27542355,-1.630531016,0.592893091,0.57889663,0.074335544,0.819836272,-0.507430396,0.535779733,-0.435737694,-0.475132983,-0.313019733,-0.465911891,-0.395557232,-0.42296572,-0.42296572,-0.613946936,-0.616221486,-0.616272263,-0.427248053,-0.027936507,-0.574147537,-0.573740157,-0.119576686,-1.024816589,0.220635025,-0.043945753,1.101526812,0.077460494,-0.219262876,-0.211995174,0.664448366,-0.349715187,-0.065484951,0.16666209,0.275702451,0
100,ZTMFN3O-05,-0.939100232,-0.584781246,-0.783860866,0.345673475,0.171467398,0.353839956,0.068244836,1.464391775,0.255050205,-0.319842061,0.156879494,-0.989118647,0.278642573,0.296386721,-1.296237625,0.469966498,-0.947872583,-0.034432543,-0.090814509,-1.173254843,-0.1571022,-1.263046361,6.453433403,-0.182434832,-1.102605868,-0.438237518,-0.484967276,0.776340634,-0.58583882,3.508460753,0.229787235,-0.360097126,-0.316533095,-0.602969075,-0.425614665,-0.806818935,-0.699119914,-0.705640881,-0.191070245,-0.83395394,0.31072502,-0.614649018,0.899459798,1.069033406,-0.129471497,0.394161014,-0.48500292,0.639209958,1.089562378,1.381153976,1.148339358,-0.01962515,-0.842595139,-0.583059678,-0.644030383,-0.576695053,-0.72316523,-1.513088978,-0.026856885,-1.060890118,2.697713846,2.780085195,-0.480993113,0.834849338,-0.21931967,1.797661472,0.776314939,1.189138158,1.75118028,1.735319958,1.735319958,-0.957589917,-0.958797956,-0.95875197,1.716686424,-0.428596755,-0.919785318,-0.920198973,-0.007195406,-1.258266032,0.245090451,-0.619590801,-0.149830861,0.147661829,0.192308812,0.52769451,0.8369432,-0.288673801,-0.366817971,0.694002778,-0.371828401,0
23,ZL63I8R-12,0.630290699,-0.584781246,-0.783860866,0.174828837,-0.732512712,-0.585066955,-0.820011371,0.638933267,-0.196614713,-0.452615524,-0.717604576,1.017080056,0.657686948,-0.906483873,0.149086807,1.194528025,1.181917318,-0.157967084,-0.072539127,0.062937848,-0.15149734,-0.608905899,-0.354203248,-0.213626153,-0.645696646,-0.723766132,-0.533080471,0.108293108,0.09792222,-0.956834407,-0.419335181,1.903800341,2.729131113,-0.396992946,2.090684992,-0.256216885,0.047633528,1.183340248,0.921832903,-0.476796224,0.007281175,0.584451244,0.741701649,-1.819792671,-0.207045436,0.32212817,-0.582523217,0.28258781,1.520151995,0.49060331,0.104595433,-0.243706049,-0.383513206,0.170994277,-0.040670578,-0.299568018,0.233153061,1.057726735,0.579004665,-0.508636124,0.132024345,-0.456431638,-0.104696342,0.955899632,-0.435737694,-0.895641602,-0.285011816,-0.361646942,-0.434070013,-0.442624953,-0.442624953,0.327968592,0.338297394,0.337977005,-0.445530451,-0.047727876,-0.288285727,-0.28764543,-0.016560513,-1.127412973,-0.07283008,-0.886353141,-0.130055225,-0.86524314,-0.327055461,0.342772087,-0.902685548,0.159980388,0.181330581,-0.332923825,0.134087146,0
